entry,literal
paperweb/Install/update5.1-5.2.sql,e_eachedition_pagepath
paperweb/Install/update5.3-5.4.sql,e_eachedition_qiid
paperweb/admin/Commentmanage.aspx,editionid
paperweb/admin/Editionadd.aspx,Editionadd.aspx.cs
paperweb/admin/Editionadd.aspx,Mvcb2b.admin.Editionadd
paperweb/admin/Editionedit.aspx,Editionedit.aspx.cs
paperweb/admin/Editionedit.aspx,Mvcb2b.admin.Editionedit
paperweb/admin/Editionmanage.aspx,Editionedit.aspx?id=<%#Eval(
paperweb/admin/Editionmanage.aspx,Editionmanage.aspx.cs
paperweb/admin/Editionmanage.aspx,Editionmanage.aspx?qi=
paperweb/admin/Editionmanage.aspx,Mvcb2b.admin.Editionmanage
paperweb/admin/Editionmanage.aspx,edition_id
paperweb/admin/Editionmanage.aspx,jquery/EditionDel.aspx
paperweb/admin/Hotedit.aspx,editionname_txt
paperweb/admin/Newsadd.aspx,edition_div
paperweb/admin/Newsedit.aspx,edition_div
paperweb/admin/Termedit.aspx,Editionmanage.aspx?qi=<%=Qiid%>
paperweb/admin/Termmanage.aspx,Editionmanage.aspx?qi=<%#Eval(
paperweb/admin/controls/Date_Qi.ascx,<%=Editionid%>
paperweb/admin/controls/Date_Qi.ascx,edition_div
paperweb/admin/images/allqi.js,edition_div
paperweb/admin/jquery/EditionDel.aspx,EditionDel.aspx.cs
paperweb/admin/jquery/EditionDel.aspx,Mvcb2b.admin.jquery.EditionDel
paperweb/themes/basic/Comment/AddComment.ascx,editionid
paperweb/themes/basic/Comment/AddCommentforlist.ascx,editionid
paperweb/themes/basic/Comment/Index.aspx,editionid
paperweb/themes/basic/Comment/Index.aspx,re_editionid
paperweb/themes/basic/Comment/PageComment.aspx,editionid
paperweb/themes/basic/Comment/PageComment.aspx,re_editionid
paperweb/themes/basic/Home/Index.aspx,three_editions
paperweb/themes/basic/Jquery/Editionlist.aspx,System.Web.Mvc.ViewPage<IEnumerable<Mvcmode.E_eachedition>>
paperweb/themes/basic/Jquery/Editionlist.aspx,edition_inc
paperweb/themes/basic/Jquery/Editionlist.aspx,edition_incbg
paperweb/themes/basic/Magazine/Eachqi.aspx,edition
paperweb/themes/basic/Magazine/Eachqi.aspx,three_editions
paperweb/themes/basic/Magazine/Edition.aspx,]%>Comment/PageComment?qiid=<%=eachqi2.Id%>&editionid=<%=eachban.Id%>&tl=
paperweb/themes/basic/Magazine/Edition.aspx,].ToString()+eachban.Pagepic.ToString()%>?editionid=<%=eachban.Id%>
paperweb/themes/basic/Magazine/Edition.aspx,edition
paperweb/themes/basic/Magazine/Edition.aspx,editionlist
paperweb/themes/basic/Magazine/Edition.aspx,three_editions
paperweb/themes/basic/Magazine/Menu.aspx,System.Web.Mvc.ViewPage<IEnumerable<Mvcmode.E_eachedition>>
paperweb/themes/basic/Magazine/Menu.aspx,edition
paperweb/themes/basic/Magazine/View.aspx,.editionnav
paperweb/themes/basic/Magazine/View.aspx,]%>Comment/PageComment?qiid=<%=eachqi2.Id%>&editionid=<%=eachban.Id%>&newsid=<%=ViewData[
paperweb/themes/basic/Magazine/View.aspx,]%>jquery/editionlist
paperweb/themes/basic/Magazine/View.aspx,].ToString()+eachban.Pagepic.ToString()%>?editionid=<%=eachban.Id%>
paperweb/themes/basic/Magazine/View.aspx,edition
paperweb/themes/basic/Magazine/View.aspx,editionnav
paperweb/themes/daily/Comment/AddComment.ascx,editionid
paperweb/themes/daily/Comment/AddCommentforlist.ascx,editionid
paperweb/themes/daily/Comment/Index.aspx,editionid
paperweb/themes/daily/Comment/Index.aspx,re_editionid
paperweb/themes/daily/Comment/PageComment.aspx,editionid
paperweb/themes/daily/Comment/PageComment.aspx,re_editionid
paperweb/themes/daily/Content/Eachqi.aspx,].ToString()+eachban.Pagepic.ToString()%>?editionid=<%=eachban.Id%>
paperweb/themes/daily/Content/Eachqi.aspx,edition
paperweb/themes/daily/Content/Eachqi.aspx,editionlist
paperweb/themes/daily/Content/EachqiMany.aspx,].ToString()+eachban.Pagepic.ToString()%>?editionid=<%=eachban.Id%>
paperweb/themes/daily/Content/EachqiMany.aspx,edition
paperweb/themes/daily/Content/Edition.aspx,]%>Comment/PageComment?qiid=<%=eachqi2.Id%>&editionid=<%=eachban.Id%>&tl=
paperweb/themes/daily/Content/Edition.aspx,].ToString()+eachban.Pagepic.ToString()%>?editionid=<%=eachban.Id%>
paperweb/themes/daily/Content/Edition.aspx,edition
paperweb/themes/daily/Content/Edition.aspx,editionlist
paperweb/themes/daily/Content/EditionMany.aspx,].ToString()+eachban.Pagepic.ToString()%>?editionid=<%=eachban.Id%>
paperweb/themes/daily/Content/EditionMany.aspx,edition
paperweb/themes/daily/Content/Menu.aspx,System.Web.Mvc.ViewPage<IEnumerable<Mvcmode.E_eachedition>>
paperweb/themes/daily/Content/Menu.aspx,edition
paperweb/themes/daily/Content/View.aspx,]%>Comment/PageComment?qiid=<%=eachqi2.Id%>&editionid=<%=eachban.Id%>&tl=
paperweb/themes/daily/Content/View.aspx,].ToString()+eachban.Pagepic.ToString()%>?editionid=<%=eachban.Id%>
paperweb/themes/daily/Content/View.aspx,edition
paperweb/themes/daily/Content/View.aspx,editionid_sigle
paperweb/themes/daily/Content/ViewMany.aspx,edition
paperweb/themes/daily/Jquery/Editionlist.aspx,System.Web.Mvc.ViewPage<IEnumerable<Mvcmode.E_eachedition>>
paperweb/themes/daily/Jquery/Editionlist.aspx,edition_inc
paperweb/themes/daily/Jquery/Editionlist.aspx,edition_incbg
paperweb/themes/daily/Main/Index.aspx,].ToString()+eachban.Pagepic.ToString()%>?editionid=<%=eachban.Id%>
paperweb/themes/daily/Main/Index.aspx,edition
paperweb/themes/daily/Main/Index.aspx,editionlist
paperweb/themes/daily/Review/Paper.aspx,editionlist
paperweb/themes/daily/Userinc/Top.ascx,.editionnav
paperweb/themes/daily/Userinc/Top.ascx,]%>jquery/editionlist
paperweb/themes/daily/Userinc/Top.ascx,edition
paperweb/themes/daily/Userinc/TopsubMany.ascx,.editionnav
paperweb/themes/daily/Userinc/TopsubMany.ascx,]%>jquery/editionlist
paperweb/themes/daily/Userinc/TopsubMany.ascx,edition
paperweb/themes/daily/Userinc/TopsubMany.ascx,editionnav
paperweb/themes/default/Comment/AddComment.ascx,editionid
paperweb/themes/default/Comment/AddCommentforlist.ascx,editionid
paperweb/themes/default/Comment/Index.aspx,editionid
paperweb/themes/default/Comment/Index.aspx,re_editionid
paperweb/themes/default/Comment/PageComment.aspx,editionid
paperweb/themes/default/Comment/PageComment.aspx,re_editionid
paperweb/themes/default/Content/Eachqi.aspx,].ToString()+eachban.Pagepic.ToString()%>?editionid=<%=eachban.Id%>
paperweb/themes/default/Content/Eachqi.aspx,edition
paperweb/themes/default/Content/Eachqi.aspx,editionlist
paperweb/themes/default/Content/Eachqi.aspx,three_editions
paperweb/themes/default/Content/Edition.aspx,]%>Comment/PageComment?qiid=<%=eachqi2.Id%>&editionid=<%=eachban.Id%>&tl=
paperweb/themes/default/Content/Edition.aspx,].ToString()+eachban.Pagepic.ToString()%>?editionid=<%=eachban.Id%>
paperweb/themes/default/Content/Edition.aspx,edition
paperweb/themes/default/Content/Edition.aspx,editionlist
paperweb/themes/default/Content/Edition.aspx,three_editions
paperweb/themes/default/Content/Menu.aspx,System.Web.Mvc.ViewPage<IEnumerable<Mvcmode.E_eachedition>>
paperweb/themes/default/Content/Menu.aspx,edition
paperweb/themes/default/Content/View.aspx,.editionnav
paperweb/themes/default/Content/View.aspx,<%=eachban.Pagepic.ToString()%>?editionid=<%=eachban.Id%>
paperweb/themes/default/Content/View.aspx,]%>Comment/PageComment?qiid=<%=eachqi2.Id%>&editionid=<%=eachban.Id%>&newsid=<%=ViewData[
paperweb/themes/default/Content/View.aspx,edition
paperweb/themes/default/Content/View.aspx,editionnav
paperweb/themes/default/Content/View.aspx,jquery/editionlist
paperweb/themes/default/Jquery/Editionlist.aspx,System.Web.Mvc.ViewPage<IEnumerable<Mvcmode.E_eachedition>>
paperweb/themes/default/Jquery/Editionlist.aspx,edition_inc
paperweb/themes/default/Jquery/Editionlist.aspx,edition_incbg
paperweb/themes/default/Main/Index.aspx,].ToString()+eachban.Pagepic.ToString()%>?editionid=<%=eachban.Id%>
paperweb/themes/default/Main/Index.aspx,edition
paperweb/themes/default/Main/Index.aspx,editionlist
paperweb/themes/default/Main/Index.aspx,three_editions
paperweb/themes/lightblue/Comment/AddComment.ascx,editionid
paperweb/themes/lightblue/Comment/AddCommentforlist.ascx,editionid
paperweb/themes/lightblue/Comment/Index.aspx,editionid
paperweb/themes/lightblue/Comment/Index.aspx,re_editionid
paperweb/themes/lightblue/Comment/PageComment.aspx,editionid
paperweb/themes/lightblue/Comment/PageComment.aspx,re_editionid
paperweb/themes/lightblue/Content/Eachqi.aspx,].ToString()+eachban.Pagepic.ToString()%>?editionid=<%=eachban.Id%>
paperweb/themes/lightblue/Content/Eachqi.aspx,edition
paperweb/themes/lightblue/Content/Eachqi.aspx,editionlist
paperweb/themes/lightblue/Content/Eachqi.aspx,three_editions
paperweb/themes/lightblue/Content/EachqiMany.aspx,].ToString()+eachban.Pagepic.ToString()%>?editionid=<%=eachban.Id%>
paperweb/themes/lightblue/Content/EachqiMany.aspx,edition
paperweb/themes/lightblue/Content/EachqiMany.aspx,editionlist
paperweb/themes/lightblue/Content/EachqiMany.aspx,three_editions
paperweb/themes/lightblue/Content/Edition.aspx,]%>Comment/PageComment?qiid=<%=eachqi2.Id%>&editionid=<%=eachban.Id%>&tl=
paperweb/themes/lightblue/Content/Edition.aspx,].ToString()+eachban.Pagepic.ToString()%>?editionid=<%=eachban.Id%>
paperweb/themes/lightblue/Content/Edition.aspx,edition
paperweb/themes/lightblue/Content/Edition.aspx,editionlist
paperweb/themes/lightblue/Content/Edition.aspx,three_editions
paperweb/themes/lightblue/Content/EditionMany.aspx,]%>Comment/PageComment?qiid=<%=eachqi2.Id%>&editionid=<%=eachban.Id%>&tl=
paperweb/themes/lightblue/Content/EditionMany.aspx,].ToString()+eachban.Pagepic.ToString()%>?editionid=<%=eachban.Id%>
paperweb/themes/lightblue/Content/EditionMany.aspx,edition
paperweb/themes/lightblue/Content/EditionMany.aspx,editionlist
paperweb/themes/lightblue/Content/EditionMany.aspx,three_editions
paperweb/themes/lightblue/Content/Menu.aspx,System.Web.Mvc.ViewPage<IEnumerable<Mvcmode.E_eachedition>>
paperweb/themes/lightblue/Content/Menu.aspx,edition
paperweb/themes/lightblue/Content/View.aspx,]%>Comment/PageComment?qiid=<%=eachqi2.Id%>&editionid=<%=eachban.Id%>&newsid=<%=ViewData[
paperweb/themes/lightblue/Content/View.aspx,].ToString()+eachban.Pagepic.ToString()%>?editionid=<%=eachban.Id%>
paperweb/themes/lightblue/Content/View.aspx,edition
paperweb/themes/lightblue/Content/View.aspx,editionid_sigle
paperweb/themes/lightblue/Content/ViewMany.aspx,]%>Comment/PageComment?qiid=<%=eachqi2.Id%>&editionid=<%=eachban.Id%>&newsid=<%=ViewData[
paperweb/themes/lightblue/Content/ViewMany.aspx,].ToString()+eachban.Pagepic.ToString()%>?editionid=<%=eachban.Id%>
paperweb/themes/lightblue/Content/ViewMany.aspx,edition
paperweb/themes/lightblue/Content/ViewMany.aspx,editionid_sigle
paperweb/themes/lightblue/Jquery/Editionlist.aspx,System.Web.Mvc.ViewPage<IEnumerable<Mvcmode.E_eachedition>>
paperweb/themes/lightblue/Jquery/Editionlist.aspx,edition_inc
paperweb/themes/lightblue/Jquery/Editionlist.aspx,edition_incbg
paperweb/themes/lightblue/Main/Index.aspx,].ToString()+eachban.Pagepic.ToString()%>?editionid=<%=eachban.Id%>
paperweb/themes/lightblue/Main/Index.aspx,edition
paperweb/themes/lightblue/Main/Index.aspx,editionlist
paperweb/themes/lightblue/Main/Index.aspx,three_editions
paperweb/themes/lightblue/Userinc/Top.ascx,.editionnav
paperweb/themes/lightblue/Userinc/Top.ascx,]%>jquery/editionlist
paperweb/themes/lightblue/Userinc/Top.ascx,edition
paperweb/themes/lightblue/Userinc/Top.ascx,editionnav
paperweb/themes/red/Comment/AddComment.ascx,editionid
paperweb/themes/red/Comment/AddCommentforlist.ascx,editionid
paperweb/themes/red/Comment/Index.aspx,editionid
paperweb/themes/red/Comment/Index.aspx,re_editionid
paperweb/themes/red/Comment/PageComment.aspx,editionid
paperweb/themes/red/Comment/PageComment.aspx,re_editionid
paperweb/themes/red/Content/Eachqi.aspx,].ToString()+eachban.Pagepic.ToString()%>?editionid=<%=eachban.Id%>
paperweb/themes/red/Content/Eachqi.aspx,edition
paperweb/themes/red/Content/Eachqi.aspx,editionlist
paperweb/themes/red/Content/EachqiMany.aspx,].ToString()+eachban.Pagepic.ToString()%>?editionid=<%=eachban.Id%>
paperweb/themes/red/Content/EachqiMany.aspx,edition
paperweb/themes/red/Content/EachqiMany.aspx,editionlist
paperweb/themes/red/Content/Edition.aspx,]%>Comment/PageComment?qiid=<%=eachqi2.Id%>&editionid=<%=eachban.Id%>&tl=
paperweb/themes/red/Content/Edition.aspx,].ToString()+eachban.Pagepic.ToString()%>?editionid=<%=eachban.Id%>
paperweb/themes/red/Content/Edition.aspx,edition
paperweb/themes/red/Content/Edition.aspx,editionlist
paperweb/themes/red/Content/EditionMany.aspx,]%>Comment/PageComment?qiid=<%=eachqi2.Id%>&editionid=<%=eachban.Id%>&tl=
paperweb/themes/red/Content/EditionMany.aspx,].ToString()+eachban.Pagepic.ToString()%>?editionid=<%=eachban.Id%>
paperweb/themes/red/Content/EditionMany.aspx,edition
paperweb/themes/red/Content/EditionMany.aspx,editionlist
paperweb/themes/red/Content/Menu.aspx,System.Web.Mvc.ViewPage<IEnumerable<Mvcmode.E_eachedition>>
paperweb/themes/red/Content/Menu.aspx,edition
paperweb/themes/red/Content/View.aspx,]%>Comment/PageComment?qiid=<%=eachqi2.Id%>&editionid=<%=eachban.Id%>&newsid=<%=ViewData[
paperweb/themes/red/Content/View.aspx,].ToString()+eachban.Pagepic.ToString()%>?editionid=<%=eachban.Id%>
paperweb/themes/red/Content/View.aspx,edition
paperweb/themes/red/Content/View.aspx,editionid_sigle
paperweb/themes/red/Content/ViewMany.aspx,]%>Comment/PageComment?qiid=<%=eachqi2.Id%>&editionid=<%=eachban.Id%>&newsid=<%=ViewData[
paperweb/themes/red/Content/ViewMany.aspx,].ToString()+eachban.Pagepic.ToString()%>?editionid=<%=eachban.Id%>
paperweb/themes/red/Content/ViewMany.aspx,edition
paperweb/themes/red/Content/ViewMany.aspx,editionid_sigle
paperweb/themes/red/Jquery/Editionlist.aspx,System.Web.Mvc.ViewPage<IEnumerable<Mvcmode.E_eachedition>>
paperweb/themes/red/Jquery/Editionlist.aspx,edition_inc
paperweb/themes/red/Jquery/Editionlist.aspx,edition_incbg
paperweb/themes/red/Main/Index.aspx,].ToString()+eachban.Pagepic.ToString()%>?editionid=<%=eachban.Id%>
paperweb/themes/red/Main/Index.aspx,edition
paperweb/themes/red/Main/Index.aspx,editionlist
paperweb/themes/red/Review/Paper.aspx,editionlist
paperweb/themes/red/Userinc/Top.ascx,.editionnav
paperweb/themes/red/Userinc/Top.ascx,]%>jquery/editionlist
paperweb/themes/red/Userinc/Top.ascx,edition
paperweb/editors/tiny_mce3.5/plugins/emotions/js/emotions.js,/img/
paperweb/editors/tiny_mce3.5/plugins/example/editor_plugin.js,/img/example.gif
paperweb/editors/tiny_mce3.5/plugins/example/editor_plugin_src.js,/img/example.gif
paperweb/editors/tiny_mce3.5/plugins/insertcode/editor_plugin.js,/img/code.png
paperweb/editors/tiny_mce3.5/plugins/media/editor_plugin.js,/img/trans.gif
paperweb/Comja/mobileSelect.js,mobileSelect
paperweb/Comja/mobileSelect.js,"mobileSelect has been successfully installed, but no trigger found on your page."
paperweb/Comja/mobileSelect.js,mobileSelect-show
paperweb/Comja/mobileSelect.js,windows mobile
paperweb/Comja/pub.js,mobile
paperweb/Comja/pubmobile.js,mobile
paperweb/Comja/showboxmobileasync.js,:if(isMobile()==true){if(isWeixin()){i=f;$(
paperweb/Comja/swf.js,);var b=navigator.userAgent.toLowerCase();var a=false;for(var d=0;d<c.length;d++){if(b.indexOf(c[d])!=-1){a=true;break}}if(a==true){window.location.href=e;return false}}function ismobile(){var c=new Array(
paperweb/Comja/swf.js,}function refertomobile(e){var c=new Array(
paperweb/Config/53bknet.config,IsMobileWeb
paperweb/Config/53bknet.config,MobileWebUrl
paperweb/Content/themes/red/js/fapiao.js,#mobile_txt
paperweb/Content/themes/red/js/fapiao.js,"({companyname:companyname,shuihao:shuihao,contact:contact,address:address,mobile:mobile,remark:remark,orderid:orderid2})"
paperweb/Install/initial_data.sql,mobile
paperweb/Install/initial_data.sql,mobileslide
paperweb/Install/initial_data.sql,zmobile
paperweb/Install/update5.6-5.7.sql,mobile
paperweb/admin/Comja/fapiaom.js,#mobile_txt
paperweb/admin/Ordermanage.aspx,mobile_txt
paperweb/admin/SiteSetting.aspx,ismobile_txt
paperweb/admin/Useradd.aspx,mobile_txt
paperweb/admin/Useredit.aspx,mobile_txt
paperweb/themes/daily/Content/Menu.aspx,mobilepaper
paperweb/themes/lightblue/Content/Menu.aspx,mobilepaper
paperweb/themes/red/Account/EditInfo.aspx,<%=Model.Mobile %>
paperweb/themes/red/Account/EditInfo.aspx,mobilephone
paperweb/themes/red/Account/EditInfoSave.aspx,mobilephone
paperweb/themes/red/Account/Myorder.aspx,mobile_txt
paperweb/themes/red/Account/Reg.aspx,mobilephone
paperweb/themes/red/Content/Menu.aspx,mobilepaper
paperweb/themes/red/Main/Index.aspx,<%=Fun.MobileWebUrl%>
paperweb/themes/basic/Userinc/Calendarqi.ascx,../../../Comja/calendarshow.js
paperweb/themes/basic/Userinc/Calendarqi.ascx,../../../Comja/calendarstart.js
paperweb/themes/basic/Userinc/Calendarqi.ascx,]%>Comja/calendarshow.js
paperweb/themes/basic/Userinc/Calendarqi.ascx,]%>Comja/calendarstart.js
paperweb/themes/daily/Userinc/Calendarqi.ascx,../../../Content/themes/daily/js/calendarshowblue.js
paperweb/themes/daily/Userinc/Calendarqi.ascx,../../../Content/themes/daily/js/calendarstartblue.js
paperweb/themes/daily/Userinc/Calendarqi.ascx,].ToString()%>Content/themes/daily/js/calendarshowblue.js
paperweb/themes/daily/Userinc/Calendarqi.ascx,].ToString()%>Content/themes/daily/js/calendarstartblue.js
paperweb/themes/daily/Userinc/Calendarqi2.ascx,../../../Content/themes/daily/js/calendarshowtop.js
paperweb/themes/daily/Userinc/Calendarqi2.ascx,../../../Content/themes/daily/js/calendarstarttop.js
paperweb/themes/daily/Userinc/Calendarqi2.ascx,].ToString()%>Content/themes/daily/js/calendarshowtop.js
paperweb/themes/daily/Userinc/Calendarqi2.ascx,].ToString()%>Content/themes/daily/js/calendarstarttop.js
paperweb/themes/default/Userinc/Calendarqi.ascx,../../../Comja/calendarshow.js
paperweb/themes/default/Userinc/Calendarqi.ascx,../../../Comja/calendarstart.js
paperweb/themes/default/Userinc/Calendarqi.ascx,]%>Comja/calendarshow.js
paperweb/themes/default/Userinc/Calendarqi.ascx,]%>Comja/calendarstart.js
paperweb/themes/lightblue/Userinc/Calendarqi.ascx,../../../Content/themes/lightblue/js/calendarshowblue.js
paperweb/themes/lightblue/Userinc/Calendarqi.ascx,../../../Content/themes/lightblue/js/calendarstartblue.js
paperweb/themes/lightblue/Userinc/Calendarqi.ascx,].ToString()%>Content/themes/lightblue/js/calendarshowblue.js
paperweb/themes/lightblue/Userinc/Calendarqi.ascx,].ToString()%>Content/themes/lightblue/js/calendarstartblue.js
paperweb/themes/red/Userinc/Calendarqi.ascx,../../../Content/themes/red/js/calendarshowblue.js
paperweb/themes/red/Userinc/Calendarqi.ascx,../../../Content/themes/red/js/calendarstartblue.js
paperweb/themes/red/Userinc/Calendarqi.ascx,].ToString()%>Content/themes/red/js/calendarshowblue.js
paperweb/themes/red/Userinc/Calendarqi.ascx,].ToString()%>Content/themes/red/js/calendarstartblue.js
