token,offset,context
edition332_A8,5857,"<dt><a href=""/about/aboutus"">关于我们</a></dt> <dt><a href=""/about/contribute"">在线投稿</a></dt> </dl> </div><!--nav_list--> <div class=""clear""></div> <div class=""sidebar"" id=""sidebar-main""> <div class=""wrapper""> <div class=""line1""></div> <h3>版面导航</h3> <nav> <ul> <li class=""selected""><a href=""/content/2021-12/25/edition326_A1.html"">第A1版：深度报道</a></li><li ><a href=""/content/2021-12/25/edition333_A2.html"">第A2版：习作天地二版</a></li><li ><a href=""/content/2021-12/25/edition327_A3.html"">第A3版：习作天地三版</a></li><li ><a href=""/content/2021-12/25/edition328_A4.html"">第A4版：成长乐园</a></li><li ><a href=""/content/2021-12/25/edition329_A5.html"">第A5版：小记者俱乐部</a></li><li ><a href=""/content/2021-12/25/edition330_A6.html"">第A6版：家长社区</a></li><li ><a href=""/content/2021-12/25/edition331_A7.html"">第A7版：实践大课堂</a></li><li ><a href=""/content/2021-12/25/edition332_A8.html"">第A8版：故事连载</a></li> </ul> </nav> </div> </div> <div class=""pagemu datenone"" id=""pagemu""> <p class=""mutitle"">第A1版：深度报道</p> <p><a href=""/content/2021-12/25/001051.html"">2021，小小少年们的暖心时刻</a></p> <div class=""clear""></div> </div> <input type=""hidden"" name=""cureditionid"" id=""cureditionid"" value=""326""> <div class=""swiper-container pagepic"" id=""swiperlist""> <div class=""swiper-wrapper"" > <div class=""swiper-slide"" id=""curslide""> <div class=""bkimg loading""> <p><img usemap=""#usemap"" id=""editionimg"" src=""http://szb.cnssiot.cn/Img/2021/12/mobile202112245170816f8aaf438f9a1a9119831a2eab.jpg?editionid=326"" border=""0"" alt=""齐鲁少年深度报道"" /><map id=""usemap"" name=""usemap""> <area shape=""rect"" alt=""2021，小小少年们的暖心时刻"" coords=""7,110,406,583"" href=""/content/2021-12/25/001051.html"" id=""area_list_1051"" target=""_self"" /> </map></p><script type=""text/javascript"" src=""/jquery/readtitle""></script> </div> </div> </div> <!-- Add Arrows --> <div class=""swiper-button-next""></div> <div class=""swiper"
/jquery/readtitle,6852,"v> <div class=""pagemu datenone"" id=""pagemu""> <p class=""mutitle"">第A1版：深度报道</p> <p><a href=""/content/2021-12/25/001051.html"">2021，小小少年们的暖心时刻</a></p> <div class=""clear""></div> </div> <input type=""hidden"" name=""cureditionid"" id=""cureditionid"" value=""326""> <div class=""swiper-container pagepic"" id=""swiperlist""> <div class=""swiper-wrapper"" > <div class=""swiper-slide"" id=""curslide""> <div class=""bkimg loading""> <p><img usemap=""#usemap"" id=""editionimg"" src=""http://szb.cnssiot.cn/Img/2021/12/mobile202112245170816f8aaf438f9a1a9119831a2eab.jpg?editionid=326"" border=""0"" alt=""齐鲁少年深度报道"" /><map id=""usemap"" name=""usemap""> <area shape=""rect"" alt=""2021，小小少年们的暖心时刻"" coords=""7,110,406,583"" href=""/content/2021-12/25/001051.html"" id=""area_list_1051"" target=""_self"" /> </map></p><script type=""text/javascript"" src=""/jquery/readtitle""></script> </div> </div> </div> <!-- Add Arrows --> <div class=""swiper-button-next""></div> <div class=""swiper-button-prev""></div> </div> <div class=""clear""></div> <div class=""clear""></div> <div class=""clear""></div> <div class=""foot""> <p>&copy; 2021 齐鲁少年</p> <p style=""margin-top:6px;""><a href=""javascript:void(0);"" rel=""nofollow"" id=""toTop"" class=""gotop"">&uarr; TOP</a></p> <br> </div> <div class=""datenone"" id=""wrap2""></div> <div class=""handHelp"" ><div class=""handSwipeHelp_Left"" style=""position: absolute; width: 137px; height: 150px;""><img src=""/Content/themes/mobileslide/images/help.png"" style=""position: absolute;""></div></div> </div> <div class=""banpagezoom circle"" id=""banpagezoom""><span class=""icon-enlarge""></span><span class=""icon-shrink""></span></div> <div id=""alltitle"" style=""display:none""></div> <div id=""allpagename"" style=""display:none""></div><input type=""hidden"" id=""loadpages"" name=""loadpages"" value=""""> <div id=""zoomtu"" class=""modal clearfix""><div id=""scroller""></div></div> <script type=""text/javascript"" src=""/Content/themes/mobileslide/js/slided"
pagepic,1152,"meta name=""apple-mobile-web-app-status-bar-style"" content=""black""> <meta name=""format-detection"" content=""telephone=no""> <title>齐鲁少年</title> <meta name=""keywords"" content=""齐鲁少年""> <meta name=""description"" content=""齐鲁少年""> <meta content=""always"" name=""referrer"" > <link rel=""canonical"" href=""http://szb.cnssiot.cn/"" > <link href=""/Content/themes/mobileslide/css/style.css?t=2020111702"" rel=""stylesheet"" type=""text/css""> <link href=""/Content/themes/mobileslide/css/swiper.css"" rel=""stylesheet"" type=""text/css""> <link href=""/Content/themes/mobileslide/css/showimg.css?t=20181020"" rel=""stylesheet"" type=""text/css""> <!--[if lt IE 9]> <link rel=""stylesheet"" type=""text/css"" href=""/Content/themes/mobileslide/css/ie.css""> <![endif]--> <script type=""text/javascript""> var webd=""/""; var paperweburl=""http://szb.cnssiot.cn/""; var pagepic=""http://szb.cnssiot.cn/Img/2021/12/mobile202112245170816f8aaf438f9a1a9119831a2eab.jpg?editionid=326""; var pwidth=410; var banpre=""no""; var bannext=""/content/2021-12/25/edition333_A2.html""; var ismove=1; var jqueryfile=webd+""Comja/jquery-1.12.4.min.js""; var allpagefile=webd+""api/Pagelist/48""; var maphifile=webd+""Comja/jquery.maphilight.js?t=2018101902""; </script> <script type=""text/javascript"" src=""/Comja/pubmobile.js""></script> <script type=""text/javascript""> var pcurl=paperweburl; //refertopc(pcurl); </script> <style type=""text/css""> .bkimg{min-height:142vw;height:auto!important;height:142vw;} #zoomtu img{width:auto;left:0%;} @media screen and (min-width:1024px){ .bkimg{min-height:1536px;height:auto!important;height:1536px;} } </style> </head> <body> <div class=""main"" > <div class=""line1""></div> <div class=""clear""></div> <div class=""navbar"" id=""navbar-main""> <div id=""sidebar-main-trigger"" class=""banlist"" title=""版面""> <span class=""ico-bars""></span><div class=""curpagetitle"">第<div class=""pagetitle"">A1</div>版</div> </div> <div class=""icon review"
pagepic,6262,"ml"">第A1版：深度报道</a></li><li ><a href=""/content/2021-12/25/edition333_A2.html"">第A2版：习作天地二版</a></li><li ><a href=""/content/2021-12/25/edition327_A3.html"">第A3版：习作天地三版</a></li><li ><a href=""/content/2021-12/25/edition328_A4.html"">第A4版：成长乐园</a></li><li ><a href=""/content/2021-12/25/edition329_A5.html"">第A5版：小记者俱乐部</a></li><li ><a href=""/content/2021-12/25/edition330_A6.html"">第A6版：家长社区</a></li><li ><a href=""/content/2021-12/25/edition331_A7.html"">第A7版：实践大课堂</a></li><li ><a href=""/content/2021-12/25/edition332_A8.html"">第A8版：故事连载</a></li> </ul> </nav> </div> </div> <div class=""pagemu datenone"" id=""pagemu""> <p class=""mutitle"">第A1版：深度报道</p> <p><a href=""/content/2021-12/25/001051.html"">2021，小小少年们的暖心时刻</a></p> <div class=""clear""></div> </div> <input type=""hidden"" name=""cureditionid"" id=""cureditionid"" value=""326""> <div class=""swiper-container pagepic"" id=""swiperlist""> <div class=""swiper-wrapper"" > <div class=""swiper-slide"" id=""curslide""> <div class=""bkimg loading""> <p><img usemap=""#usemap"" id=""editionimg"" src=""http://szb.cnssiot.cn/Img/2021/12/mobile202112245170816f8aaf438f9a1a9119831a2eab.jpg?editionid=326"" border=""0"" alt=""齐鲁少年深度报道"" /><map id=""usemap"" name=""usemap""> <area shape=""rect"" alt=""2021，小小少年们的暖心时刻"" coords=""7,110,406,583"" href=""/content/2021-12/25/001051.html"" id=""area_list_1051"" target=""_self"" /> </map></p><script type=""text/javascript"" src=""/jquery/readtitle""></script> </div> </div> </div> <!-- Add Arrows --> <div class=""swiper-button-next""></div> <div class=""swiper-button-prev""></div> </div> <div class=""clear""></div> <div class=""clear""></div> <div class=""clear""></div> <div class=""foot""> <p>&copy; 2021 齐鲁少年</p> <p style=""margin-top:6px;""><a href=""javascript:void(0);"" rel=""nofollow"" id=""toTop"" class=""gotop"">&uarr; TOP</a></p> <br> </div> <div class=""datenone"" id=""wrap2""></div> <div class=""handHelp"" ><div class=""handSwipeHelp_L"
zoom,1843,"ylesheet"" type=""text/css"" href=""/Content/themes/mobileslide/css/ie.css""> <![endif]--> <script type=""text/javascript""> var webd=""/""; var paperweburl=""http://szb.cnssiot.cn/""; var pagepic=""http://szb.cnssiot.cn/Img/2021/12/mobile202112245170816f8aaf438f9a1a9119831a2eab.jpg?editionid=326""; var pwidth=410; var banpre=""no""; var bannext=""/content/2021-12/25/edition333_A2.html""; var ismove=1; var jqueryfile=webd+""Comja/jquery-1.12.4.min.js""; var allpagefile=webd+""api/Pagelist/48""; var maphifile=webd+""Comja/jquery.maphilight.js?t=2018101902""; </script> <script type=""text/javascript"" src=""/Comja/pubmobile.js""></script> <script type=""text/javascript""> var pcurl=paperweburl; //refertopc(pcurl); </script> <style type=""text/css""> .bkimg{min-height:142vw;height:auto!important;height:142vw;} #zoomtu img{width:auto;left:0%;} @media screen and (min-width:1024px){ .bkimg{min-height:1536px;height:auto!important;height:1536px;} } </style> </head> <body> <div class=""main"" > <div class=""line1""></div> <div class=""clear""></div> <div class=""navbar"" id=""navbar-main""> <div id=""sidebar-main-trigger"" class=""banlist"" title=""版面""> <span class=""ico-bars""></span><div class=""curpagetitle"">第<div class=""pagetitle"">A1</div>版</div> </div> <div class=""icon review"" title=""关于"" id=""top_about""><span class=""ico-plus""></span></div> <div class=""icon date"" id=""showdate"" title=""日历""><span class=""ico-date""></span></div> <div class=""icon title"" id=""titleshow"" title=""标题""><span class=""ico-newspaper""></span></div> </div><!--navbar-main--> <div id=""calendarqi"" class=""datenone""> <div class=""fordate"">按日期搜索</div> <script type=""text/javascript""> var nowdate=new Date(Date.parse(""2021/12/25 0:00:00"".replace(/-/g,""/""))); var mindate=new Date(Date.parse(""2020/11/30 0:00:00"".replace(/-/g,""/""))); var maxdate=new Date(Date.parse(""2021/12/25 0:00:00"".replace(/-/g,""/""))); var calendarurl=webd+""jquery/dayslist""; var days=""4,11,18,2"
zoom,7655,"01051.html"" id=""area_list_1051"" target=""_self"" /> </map></p><script type=""text/javascript"" src=""/jquery/readtitle""></script> </div> </div> </div> <!-- Add Arrows --> <div class=""swiper-button-next""></div> <div class=""swiper-button-prev""></div> </div> <div class=""clear""></div> <div class=""clear""></div> <div class=""clear""></div> <div class=""foot""> <p>&copy; 2021 齐鲁少年</p> <p style=""margin-top:6px;""><a href=""javascript:void(0);"" rel=""nofollow"" id=""toTop"" class=""gotop"">&uarr; TOP</a></p> <br> </div> <div class=""datenone"" id=""wrap2""></div> <div class=""handHelp"" ><div class=""handSwipeHelp_Left"" style=""position: absolute; width: 137px; height: 150px;""><img src=""/Content/themes/mobileslide/images/help.png"" style=""position: absolute;""></div></div> </div> <div class=""banpagezoom circle"" id=""banpagezoom""><span class=""icon-enlarge""></span><span class=""icon-shrink""></span></div> <div id=""alltitle"" style=""display:none""></div> <div id=""allpagename"" style=""display:none""></div><input type=""hidden"" id=""loadpages"" name=""loadpages"" value=""""> <div id=""zoomtu"" class=""modal clearfix""><div id=""scroller""></div></div> <script type=""text/javascript"" src=""/Content/themes/mobileslide/js/slidedata.js?t=20200930""></script> <script type=""text/javascript"" src=""/Content/themes/mobileslide/js/weixinshare2019.js?t=20190409""></script> <script type=""text/javascript""> var shoujifile=""/Content/themes/mobileslide/js/shouji.js?t=20181019""; var pagemutitlefile=""/Content/themes/mobileslide/js/pagemutitle.js?t=20181019""; var swiperfile=""/Comja/swiper.min.js""; var jqueryuifile=""/Comja/jquery-ui-async.js""; var haomapfile=webd+""Content/themes/mobileslide/js/haomap.js?t=20200930""; var showboxfile=webd+""Comja/showbanmobileasync.js?t=20200915""; var zoomfile=webd+""Comja/iscroll-zoom.js?t=20200920""; loadAsyncScript(jqueryfile, function () { calend_initialize(); loadAsyncScript(weixinapi,function(){ var url1=window.location.href; var sharedes=$(""#sharedata_d"
zoom,7679,"t_1051"" target=""_self"" /> </map></p><script type=""text/javascript"" src=""/jquery/readtitle""></script> </div> </div> </div> <!-- Add Arrows --> <div class=""swiper-button-next""></div> <div class=""swiper-button-prev""></div> </div> <div class=""clear""></div> <div class=""clear""></div> <div class=""clear""></div> <div class=""foot""> <p>&copy; 2021 齐鲁少年</p> <p style=""margin-top:6px;""><a href=""javascript:void(0);"" rel=""nofollow"" id=""toTop"" class=""gotop"">&uarr; TOP</a></p> <br> </div> <div class=""datenone"" id=""wrap2""></div> <div class=""handHelp"" ><div class=""handSwipeHelp_Left"" style=""position: absolute; width: 137px; height: 150px;""><img src=""/Content/themes/mobileslide/images/help.png"" style=""position: absolute;""></div></div> </div> <div class=""banpagezoom circle"" id=""banpagezoom""><span class=""icon-enlarge""></span><span class=""icon-shrink""></span></div> <div id=""alltitle"" style=""display:none""></div> <div id=""allpagename"" style=""display:none""></div><input type=""hidden"" id=""loadpages"" name=""loadpages"" value=""""> <div id=""zoomtu"" class=""modal clearfix""><div id=""scroller""></div></div> <script type=""text/javascript"" src=""/Content/themes/mobileslide/js/slidedata.js?t=20200930""></script> <script type=""text/javascript"" src=""/Content/themes/mobileslide/js/weixinshare2019.js?t=20190409""></script> <script type=""text/javascript""> var shoujifile=""/Content/themes/mobileslide/js/shouji.js?t=20181019""; var pagemutitlefile=""/Content/themes/mobileslide/js/pagemutitle.js?t=20181019""; var swiperfile=""/Comja/swiper.min.js""; var jqueryuifile=""/Comja/jquery-ui-async.js""; var haomapfile=webd+""Content/themes/mobileslide/js/haomap.js?t=20200930""; var showboxfile=webd+""Comja/showbanmobileasync.js?t=20200915""; var zoomfile=webd+""Comja/iscroll-zoom.js?t=20200920""; loadAsyncScript(jqueryfile, function () { calend_initialize(); loadAsyncScript(weixinapi,function(){ var url1=window.location.href; var sharedes=$(""#sharedata_des"").html(); var sh"
zoom,7930,"next""></div> <div class=""swiper-button-prev""></div> </div> <div class=""clear""></div> <div class=""clear""></div> <div class=""clear""></div> <div class=""foot""> <p>&copy; 2021 齐鲁少年</p> <p style=""margin-top:6px;""><a href=""javascript:void(0);"" rel=""nofollow"" id=""toTop"" class=""gotop"">&uarr; TOP</a></p> <br> </div> <div class=""datenone"" id=""wrap2""></div> <div class=""handHelp"" ><div class=""handSwipeHelp_Left"" style=""position: absolute; width: 137px; height: 150px;""><img src=""/Content/themes/mobileslide/images/help.png"" style=""position: absolute;""></div></div> </div> <div class=""banpagezoom circle"" id=""banpagezoom""><span class=""icon-enlarge""></span><span class=""icon-shrink""></span></div> <div id=""alltitle"" style=""display:none""></div> <div id=""allpagename"" style=""display:none""></div><input type=""hidden"" id=""loadpages"" name=""loadpages"" value=""""> <div id=""zoomtu"" class=""modal clearfix""><div id=""scroller""></div></div> <script type=""text/javascript"" src=""/Content/themes/mobileslide/js/slidedata.js?t=20200930""></script> <script type=""text/javascript"" src=""/Content/themes/mobileslide/js/weixinshare2019.js?t=20190409""></script> <script type=""text/javascript""> var shoujifile=""/Content/themes/mobileslide/js/shouji.js?t=20181019""; var pagemutitlefile=""/Content/themes/mobileslide/js/pagemutitle.js?t=20181019""; var swiperfile=""/Comja/swiper.min.js""; var jqueryuifile=""/Comja/jquery-ui-async.js""; var haomapfile=webd+""Content/themes/mobileslide/js/haomap.js?t=20200930""; var showboxfile=webd+""Comja/showbanmobileasync.js?t=20200915""; var zoomfile=webd+""Comja/iscroll-zoom.js?t=20200920""; loadAsyncScript(jqueryfile, function () { calend_initialize(); loadAsyncScript(weixinapi,function(){ var url1=window.location.href; var sharedes=$(""#sharedata_des"").html(); var sharepic=$(""#sharedata_pic"").html(); initweixindata(url1,sharedes,sharepic); }); loadAsyncScript(shoujifile, function () { initshouji(); }); loadAsyncScript(pagemutitlefile, function () { pagemuinit(); }); loadAsyncScript(swipe"
zoom,8623,"n class=""icon-shrink""></span></div> <div id=""alltitle"" style=""display:none""></div> <div id=""allpagename"" style=""display:none""></div><input type=""hidden"" id=""loadpages"" name=""loadpages"" value=""""> <div id=""zoomtu"" class=""modal clearfix""><div id=""scroller""></div></div> <script type=""text/javascript"" src=""/Content/themes/mobileslide/js/slidedata.js?t=20200930""></script> <script type=""text/javascript"" src=""/Content/themes/mobileslide/js/weixinshare2019.js?t=20190409""></script> <script type=""text/javascript""> var shoujifile=""/Content/themes/mobileslide/js/shouji.js?t=20181019""; var pagemutitlefile=""/Content/themes/mobileslide/js/pagemutitle.js?t=20181019""; var swiperfile=""/Comja/swiper.min.js""; var jqueryuifile=""/Comja/jquery-ui-async.js""; var haomapfile=webd+""Content/themes/mobileslide/js/haomap.js?t=20200930""; var showboxfile=webd+""Comja/showbanmobileasync.js?t=20200915""; var zoomfile=webd+""Comja/iscroll-zoom.js?t=20200920""; loadAsyncScript(jqueryfile, function () { calend_initialize(); loadAsyncScript(weixinapi,function(){ var url1=window.location.href; var sharedes=$(""#sharedata_des"").html(); var sharepic=$(""#sharedata_pic"").html(); initweixindata(url1,sharedes,sharepic); }); loadAsyncScript(shoujifile, function () { initshouji(); }); loadAsyncScript(pagemutitlefile, function () { pagemuinit(); }); loadAsyncScript(swiperfile,function(){ loadAsyncScript(maphifile, function () { loadAsyncScript(haomapfile, function () { initqidata(); }); }); }); loadAsyncScript(jqueryuifile,function(){ JueryUiInit(); }); loadAsyncScript(zoomfile,function(){ loadAsyncScript(showboxfile,function(){ showboxinit(); }); }); }); </script> <div class=""weixinimg""><div id=""sharedata_pic"">http://szb.cnssiot.cn/Content/weixinlogo.png</div> <div id=""sharedata_des"">齐鲁少年</div><div id=""sharedata_url"">http://szb.cnssiot.cn/</div> <img src=""http://szb.cnssiot.cn/Content/weixinlogo.png"" alt=""齐鲁少年电子版"" /> </div> </body> </html>"
zoom,8652,"</div> <div id=""alltitle"" style=""display:none""></div> <div id=""allpagename"" style=""display:none""></div><input type=""hidden"" id=""loadpages"" name=""loadpages"" value=""""> <div id=""zoomtu"" class=""modal clearfix""><div id=""scroller""></div></div> <script type=""text/javascript"" src=""/Content/themes/mobileslide/js/slidedata.js?t=20200930""></script> <script type=""text/javascript"" src=""/Content/themes/mobileslide/js/weixinshare2019.js?t=20190409""></script> <script type=""text/javascript""> var shoujifile=""/Content/themes/mobileslide/js/shouji.js?t=20181019""; var pagemutitlefile=""/Content/themes/mobileslide/js/pagemutitle.js?t=20181019""; var swiperfile=""/Comja/swiper.min.js""; var jqueryuifile=""/Comja/jquery-ui-async.js""; var haomapfile=webd+""Content/themes/mobileslide/js/haomap.js?t=20200930""; var showboxfile=webd+""Comja/showbanmobileasync.js?t=20200915""; var zoomfile=webd+""Comja/iscroll-zoom.js?t=20200920""; loadAsyncScript(jqueryfile, function () { calend_initialize(); loadAsyncScript(weixinapi,function(){ var url1=window.location.href; var sharedes=$(""#sharedata_des"").html(); var sharepic=$(""#sharedata_pic"").html(); initweixindata(url1,sharedes,sharepic); }); loadAsyncScript(shoujifile, function () { initshouji(); }); loadAsyncScript(pagemutitlefile, function () { pagemuinit(); }); loadAsyncScript(swiperfile,function(){ loadAsyncScript(maphifile, function () { loadAsyncScript(haomapfile, function () { initqidata(); }); }); }); loadAsyncScript(jqueryuifile,function(){ JueryUiInit(); }); loadAsyncScript(zoomfile,function(){ loadAsyncScript(showboxfile,function(){ showboxinit(); }); }); }); </script> <div class=""weixinimg""><div id=""sharedata_pic"">http://szb.cnssiot.cn/Content/weixinlogo.png</div> <div id=""sharedata_des"">齐鲁少年</div><div id=""sharedata_url"">http://szb.cnssiot.cn/</div> <img src=""http://szb.cnssiot.cn/Content/weixinlogo.png"" alt=""齐鲁少年电子版"" /> </div> </body> </html>"
zoom,9378,"var haomapfile=webd+""Content/themes/mobileslide/js/haomap.js?t=20200930""; var showboxfile=webd+""Comja/showbanmobileasync.js?t=20200915""; var zoomfile=webd+""Comja/iscroll-zoom.js?t=20200920""; loadAsyncScript(jqueryfile, function () { calend_initialize(); loadAsyncScript(weixinapi,function(){ var url1=window.location.href; var sharedes=$(""#sharedata_des"").html(); var sharepic=$(""#sharedata_pic"").html(); initweixindata(url1,sharedes,sharepic); }); loadAsyncScript(shoujifile, function () { initshouji(); }); loadAsyncScript(pagemutitlefile, function () { pagemuinit(); }); loadAsyncScript(swiperfile,function(){ loadAsyncScript(maphifile, function () { loadAsyncScript(haomapfile, function () { initqidata(); }); }); }); loadAsyncScript(jqueryuifile,function(){ JueryUiInit(); }); loadAsyncScript(zoomfile,function(){ loadAsyncScript(showboxfile,function(){ showboxinit(); }); }); }); </script> <div class=""weixinimg""><div id=""sharedata_pic"">http://szb.cnssiot.cn/Content/weixinlogo.png</div> <div id=""sharedata_des"">齐鲁少年</div><div id=""sharedata_url"">http://szb.cnssiot.cn/</div> <img src=""http://szb.cnssiot.cn/Content/weixinlogo.png"" alt=""齐鲁少年电子版"" /> </div> </body> </html>"
large,7705,"</map></p><script type=""text/javascript"" src=""/jquery/readtitle""></script> </div> </div> </div> <!-- Add Arrows --> <div class=""swiper-button-next""></div> <div class=""swiper-button-prev""></div> </div> <div class=""clear""></div> <div class=""clear""></div> <div class=""clear""></div> <div class=""foot""> <p>&copy; 2021 齐鲁少年</p> <p style=""margin-top:6px;""><a href=""javascript:void(0);"" rel=""nofollow"" id=""toTop"" class=""gotop"">&uarr; TOP</a></p> <br> </div> <div class=""datenone"" id=""wrap2""></div> <div class=""handHelp"" ><div class=""handSwipeHelp_Left"" style=""position: absolute; width: 137px; height: 150px;""><img src=""/Content/themes/mobileslide/images/help.png"" style=""position: absolute;""></div></div> </div> <div class=""banpagezoom circle"" id=""banpagezoom""><span class=""icon-enlarge""></span><span class=""icon-shrink""></span></div> <div id=""alltitle"" style=""display:none""></div> <div id=""allpagename"" style=""display:none""></div><input type=""hidden"" id=""loadpages"" name=""loadpages"" value=""""> <div id=""zoomtu"" class=""modal clearfix""><div id=""scroller""></div></div> <script type=""text/javascript"" src=""/Content/themes/mobileslide/js/slidedata.js?t=20200930""></script> <script type=""text/javascript"" src=""/Content/themes/mobileslide/js/weixinshare2019.js?t=20190409""></script> <script type=""text/javascript""> var shoujifile=""/Content/themes/mobileslide/js/shouji.js?t=20181019""; var pagemutitlefile=""/Content/themes/mobileslide/js/pagemutitle.js?t=20181019""; var swiperfile=""/Comja/swiper.min.js""; var jqueryuifile=""/Comja/jquery-ui-async.js""; var haomapfile=webd+""Content/themes/mobileslide/js/haomap.js?t=20200930""; var showboxfile=webd+""Comja/showbanmobileasync.js?t=20200915""; var zoomfile=webd+""Comja/iscroll-zoom.js?t=20200920""; loadAsyncScript(jqueryfile, function () { calend_initialize(); loadAsyncScript(weixinapi,function(){ var url1=window.location.href; var sharedes=$(""#sharedata_des"").html(); var sharepic=$(""#sharedata_pic"")."
editionid,1246,"ection"" content=""telephone=no""> <title>齐鲁少年</title> <meta name=""keywords"" content=""齐鲁少年""> <meta name=""description"" content=""齐鲁少年""> <meta content=""always"" name=""referrer"" > <link rel=""canonical"" href=""http://szb.cnssiot.cn/"" > <link href=""/Content/themes/mobileslide/css/style.css?t=2020111702"" rel=""stylesheet"" type=""text/css""> <link href=""/Content/themes/mobileslide/css/swiper.css"" rel=""stylesheet"" type=""text/css""> <link href=""/Content/themes/mobileslide/css/showimg.css?t=20181020"" rel=""stylesheet"" type=""text/css""> <!--[if lt IE 9]> <link rel=""stylesheet"" type=""text/css"" href=""/Content/themes/mobileslide/css/ie.css""> <![endif]--> <script type=""text/javascript""> var webd=""/""; var paperweburl=""http://szb.cnssiot.cn/""; var pagepic=""http://szb.cnssiot.cn/Img/2021/12/mobile202112245170816f8aaf438f9a1a9119831a2eab.jpg?editionid=326""; var pwidth=410; var banpre=""no""; var bannext=""/content/2021-12/25/edition333_A2.html""; var ismove=1; var jqueryfile=webd+""Comja/jquery-1.12.4.min.js""; var allpagefile=webd+""api/Pagelist/48""; var maphifile=webd+""Comja/jquery.maphilight.js?t=2018101902""; </script> <script type=""text/javascript"" src=""/Comja/pubmobile.js""></script> <script type=""text/javascript""> var pcurl=paperweburl; //refertopc(pcurl); </script> <style type=""text/css""> .bkimg{min-height:142vw;height:auto!important;height:142vw;} #zoomtu img{width:auto;left:0%;} @media screen and (min-width:1024px){ .bkimg{min-height:1536px;height:auto!important;height:1536px;} } </style> </head> <body> <div class=""main"" > <div class=""line1""></div> <div class=""clear""></div> <div class=""navbar"" id=""navbar-main""> <div id=""sidebar-main-trigger"" class=""banlist"" title=""版面""> <span class=""ico-bars""></span><div class=""curpagetitle"">第<div class=""pagetitle"">A1</div>版</div> </div> <div class=""icon review"" title=""关于"" id=""top_about""><span class=""ico-plus""></span></div> <div class=""icon d"
editionid,6190,"<li class=""selected""><a href=""/content/2021-12/25/edition326_A1.html"">第A1版：深度报道</a></li><li ><a href=""/content/2021-12/25/edition333_A2.html"">第A2版：习作天地二版</a></li><li ><a href=""/content/2021-12/25/edition327_A3.html"">第A3版：习作天地三版</a></li><li ><a href=""/content/2021-12/25/edition328_A4.html"">第A4版：成长乐园</a></li><li ><a href=""/content/2021-12/25/edition329_A5.html"">第A5版：小记者俱乐部</a></li><li ><a href=""/content/2021-12/25/edition330_A6.html"">第A6版：家长社区</a></li><li ><a href=""/content/2021-12/25/edition331_A7.html"">第A7版：实践大课堂</a></li><li ><a href=""/content/2021-12/25/edition332_A8.html"">第A8版：故事连载</a></li> </ul> </nav> </div> </div> <div class=""pagemu datenone"" id=""pagemu""> <p class=""mutitle"">第A1版：深度报道</p> <p><a href=""/content/2021-12/25/001051.html"">2021，小小少年们的暖心时刻</a></p> <div class=""clear""></div> </div> <input type=""hidden"" name=""cureditionid"" id=""cureditionid"" value=""326""> <div class=""swiper-container pagepic"" id=""swiperlist""> <div class=""swiper-wrapper"" > <div class=""swiper-slide"" id=""curslide""> <div class=""bkimg loading""> <p><img usemap=""#usemap"" id=""editionimg"" src=""http://szb.cnssiot.cn/Img/2021/12/mobile202112245170816f8aaf438f9a1a9119831a2eab.jpg?editionid=326"" border=""0"" alt=""齐鲁少年深度报道"" /><map id=""usemap"" name=""usemap""> <area shape=""rect"" alt=""2021，小小少年们的暖心时刻"" coords=""7,110,406,583"" href=""/content/2021-12/25/001051.html"" id=""area_list_1051"" target=""_self"" /> </map></p><script type=""text/javascript"" src=""/jquery/readtitle""></script> </div> </div> </div> <!-- Add Arrows --> <div class=""swiper-button-next""></div> <div class=""swiper-button-prev""></div> </div> <div class=""clear""></div> <div class=""clear""></div> <div class=""clear""></div> <div class=""foot""> <p>&copy; 2021 齐鲁少年</p> <p style=""margin-top:6px;""><a href=""javascript:void(0);"" rel=""nofollow"" id=""toTop"" class=""gotop"">&uarr; TOP</a></p> <br> </div> <div class=""datenone"""
