index,url,error
CC-MAIN-2009-2010,http://www.qlsn.com/news_view.asp?id=99,"ConnectTimeout: HTTPSConnectionPool(host='index.commoncrawl.org', port=443): Max retries exceeded with url: /CC-MAIN-2009-2010-index?url=http%3A%2F%2Fwww.qlsn.com%2Fnews_view.asp%3Fid%3D99&output=json&filter=status%3A200&matchType=exact (Caused by ConnectTimeoutError(<HTTPSConnection(host='index.commoncrawl.org', port=443) at 0x7fc93c7e21b0>, 'Connection to index.commoncrawl.org timed out. (connect timeout=45)'))"
CC-MAIN-2008-2009,http://www.qlsn.com/news_view.asp?id=225,"ConnectTimeout: HTTPSConnectionPool(host='index.commoncrawl.org', port=443): Max retries exceeded with url: /CC-MAIN-2008-2009-index?url=http%3A%2F%2Fwww.qlsn.com%2Fnews_view.asp%3Fid%3D225&output=json&filter=status%3A200&matchType=exact (Caused by ConnectTimeoutError(<HTTPSConnection(host='index.commoncrawl.org', port=443) at 0x7fc93c7e03e0>, 'Connection to index.commoncrawl.org timed out. (connect timeout=45)'))"
CC-MAIN-2009-2010,http://www.qlsn.com/news_view.asp?id=98,"ConnectTimeout: HTTPSConnectionPool(host='index.commoncrawl.org', port=443): Max retries exceeded with url: /CC-MAIN-2009-2010-index?url=http%3A%2F%2Fwww.qlsn.com%2Fnews_view.asp%3Fid%3D98&output=json&filter=status%3A200&matchType=exact (Caused by ConnectTimeoutError(<HTTPSConnection(host='index.commoncrawl.org', port=443) at 0x7fc93c7e1d90>, 'Connection to index.commoncrawl.org timed out. (connect timeout=45)'))"
CC-MAIN-2008-2009,http://www.qlsn.com/article_view.asp?id=830,"ConnectTimeout: HTTPSConnectionPool(host='index.commoncrawl.org', port=443): Max retries exceeded with url: /CC-MAIN-2008-2009-index?url=http%3A%2F%2Fwww.qlsn.com%2Farticle_view.asp%3Fid%3D830&output=json&filter=status%3A200&matchType=exact (Caused by ConnectTimeoutError(<HTTPSConnection(host='index.commoncrawl.org', port=443) at 0x7fc93c7e1550>, 'Connection to index.commoncrawl.org timed out. (connect timeout=45)'))"
CC-MAIN-2009-2010,http://www.qlsn.com/article_view.asp?id=234,"ConnectTimeout: HTTPSConnectionPool(host='index.commoncrawl.org', port=443): Max retries exceeded with url: /CC-MAIN-2009-2010-index?url=http%3A%2F%2Fwww.qlsn.com%2Farticle_view.asp%3Fid%3D234&output=json&filter=status%3A200&matchType=exact (Caused by ConnectTimeoutError(<HTTPSConnection(host='index.commoncrawl.org', port=443) at 0x7fc93c7e25d0>, 'Connection to index.commoncrawl.org timed out. (connect timeout=45)'))"
CC-MAIN-2009-2010,http://www.qlsn.com/article_view.asp?id=237,"ConnectTimeout: HTTPSConnectionPool(host='index.commoncrawl.org', port=443): Max retries exceeded with url: /CC-MAIN-2009-2010-index?url=http%3A%2F%2Fwww.qlsn.com%2Farticle_view.asp%3Fid%3D237&output=json&filter=status%3A200&matchType=exact (Caused by ConnectTimeoutError(<HTTPSConnection(host='index.commoncrawl.org', port=443) at 0x7fc93c7c9940>, 'Connection to index.commoncrawl.org timed out. (connect timeout=45)'))"
CC-MAIN-2009-2010,http://www.qlsn.com/article_view.asp?id=240,"ConnectTimeout: HTTPSConnectionPool(host='index.commoncrawl.org', port=443): Max retries exceeded with url: /CC-MAIN-2009-2010-index?url=http%3A%2F%2Fwww.qlsn.com%2Farticle_view.asp%3Fid%3D240&output=json&filter=status%3A200&matchType=exact (Caused by ConnectTimeoutError(<HTTPSConnection(host='index.commoncrawl.org', port=443) at 0x7fc93c7e05f0>, 'Connection to index.commoncrawl.org timed out. (connect timeout=45)'))"
CC-MAIN-2009-2010,http://www.qlsn.com/article_view.asp?id=236,"ConnectTimeout: HTTPSConnectionPool(host='index.commoncrawl.org', port=443): Max retries exceeded with url: /CC-MAIN-2009-2010-index?url=http%3A%2F%2Fwww.qlsn.com%2Farticle_view.asp%3Fid%3D236&output=json&filter=status%3A200&matchType=exact (Caused by ConnectTimeoutError(<HTTPSConnection(host='index.commoncrawl.org', port=443) at 0x7fc93c7c9130>, 'Connection to index.commoncrawl.org timed out. (connect timeout=45)'))"
CC-MAIN-2009-2010,http://www.qlsn.com/article_view.asp?id=239,"ConnectTimeout: HTTPSConnectionPool(host='index.commoncrawl.org', port=443): Max retries exceeded with url: /CC-MAIN-2009-2010-index?url=http%3A%2F%2Fwww.qlsn.com%2Farticle_view.asp%3Fid%3D239&output=json&filter=status%3A200&matchType=exact (Caused by ConnectTimeoutError(<HTTPSConnection(host='index.commoncrawl.org', port=443) at 0x7fc93c7ca450>, 'Connection to index.commoncrawl.org timed out. (connect timeout=45)'))"
CC-MAIN-2009-2010,http://www.qlsn.com/article_view.asp?id=238,"ConnectTimeout: HTTPSConnectionPool(host='index.commoncrawl.org', port=443): Max retries exceeded with url: /CC-MAIN-2009-2010-index?url=http%3A%2F%2Fwww.qlsn.com%2Farticle_view.asp%3Fid%3D238&output=json&filter=status%3A200&matchType=exact (Caused by ConnectTimeoutError(<HTTPSConnection(host='index.commoncrawl.org', port=443) at 0x7fc93c7ca4e0>, 'Connection to index.commoncrawl.org timed out. (connect timeout=45)'))"
CC-MAIN-2009-2010,http://www.qlsn.com/announce_view.asp?id=185,"ConnectTimeout: HTTPSConnectionPool(host='index.commoncrawl.org', port=443): Max retries exceeded with url: /CC-MAIN-2009-2010-index?url=http%3A%2F%2Fwww.qlsn.com%2Fannounce_view.asp%3Fid%3D185&output=json&filter=status%3A200&matchType=exact (Caused by ConnectTimeoutError(<HTTPSConnection(host='index.commoncrawl.org', port=443) at 0x7fc93c7e1160>, 'Connection to index.commoncrawl.org timed out. (connect timeout=45)'))"
CC-MAIN-2009-2010,http://www.qlsn.com/news_view.asp?id=197,"ConnectTimeout: HTTPSConnectionPool(host='index.commoncrawl.org', port=443): Max retries exceeded with url: /CC-MAIN-2009-2010-index?url=http%3A%2F%2Fwww.qlsn.com%2Fnews_view.asp%3Fid%3D197&output=json&filter=status%3A200&matchType=exact (Caused by ConnectTimeoutError(<HTTPSConnection(host='index.commoncrawl.org', port=443) at 0x7fc93c7e32c0>, 'Connection to index.commoncrawl.org timed out. (connect timeout=45)'))"
CC-MAIN-2009-2010,http://www.qlsn.com/news_view.asp?id=220,"ConnectTimeout: HTTPSConnectionPool(host='index.commoncrawl.org', port=443): Max retries exceeded with url: /CC-MAIN-2009-2010-index?url=http%3A%2F%2Fwww.qlsn.com%2Fnews_view.asp%3Fid%3D220&output=json&filter=status%3A200&matchType=exact (Caused by ConnectTimeoutError(<HTTPSConnection(host='index.commoncrawl.org', port=443) at 0x7fc93c7e3680>, 'Connection to index.commoncrawl.org timed out. (connect timeout=45)'))"
CC-MAIN-2009-2010,http://www.qlsn.com/news_view.asp?id=193,"ConnectTimeout: HTTPSConnectionPool(host='index.commoncrawl.org', port=443): Max retries exceeded with url: /CC-MAIN-2009-2010-index?url=http%3A%2F%2Fwww.qlsn.com%2Fnews_view.asp%3Fid%3D193&output=json&filter=status%3A200&matchType=exact (Caused by ConnectTimeoutError(<HTTPSConnection(host='index.commoncrawl.org', port=443) at 0x7fc93c7e26c0>, 'Connection to index.commoncrawl.org timed out. (connect timeout=45)'))"
CC-MAIN-2009-2010,http://www.qlsn.com/news_view.asp?id=194,"ConnectTimeout: HTTPSConnectionPool(host='index.commoncrawl.org', port=443): Max retries exceeded with url: /CC-MAIN-2009-2010-index?url=http%3A%2F%2Fwww.qlsn.com%2Fnews_view.asp%3Fid%3D194&output=json&filter=status%3A200&matchType=exact (Caused by ConnectTimeoutError(<HTTPSConnection(host='index.commoncrawl.org', port=443) at 0x7fc93c7e2fc0>, 'Connection to index.commoncrawl.org timed out. (connect timeout=45)'))"
CC-MAIN-2009-2010,http://www.qlsn.com/news_view.asp?id=196,"ConnectTimeout: HTTPSConnectionPool(host='index.commoncrawl.org', port=443): Max retries exceeded with url: /CC-MAIN-2009-2010-index?url=http%3A%2F%2Fwww.qlsn.com%2Fnews_view.asp%3Fid%3D196&output=json&filter=status%3A200&matchType=exact (Caused by ConnectTimeoutError(<HTTPSConnection(host='index.commoncrawl.org', port=443) at 0x7fc93c7e2cf0>, 'Connection to index.commoncrawl.org timed out. (connect timeout=45)'))"
CC-MAIN-2009-2010,http://www.qlsn.com/news_view.asp?id=223,"ConnectTimeout: HTTPSConnectionPool(host='index.commoncrawl.org', port=443): Max retries exceeded with url: /CC-MAIN-2009-2010-index?url=http%3A%2F%2Fwww.qlsn.com%2Fnews_view.asp%3Fid%3D223&output=json&filter=status%3A200&matchType=exact (Caused by ConnectTimeoutError(<HTTPSConnection(host='index.commoncrawl.org', port=443) at 0x7fc93c7caed0>, 'Connection to index.commoncrawl.org timed out. (connect timeout=45)'))"
CC-MAIN-2009-2010,http://www.qlsn.com/article_view.asp?id=834,"ConnectTimeout: HTTPSConnectionPool(host='index.commoncrawl.org', port=443): Max retries exceeded with url: /CC-MAIN-2009-2010-index?url=http%3A%2F%2Fwww.qlsn.com%2Farticle_view.asp%3Fid%3D834&output=json&filter=status%3A200&matchType=exact (Caused by ConnectTimeoutError(<HTTPSConnection(host='index.commoncrawl.org', port=443) at 0x7fc93c7e2660>, 'Connection to index.commoncrawl.org timed out. (connect timeout=45)'))"
CC-MAIN-2009-2010,http://www.qlsn.com/article_view.asp?id=831,"ConnectTimeout: HTTPSConnectionPool(host='index.commoncrawl.org', port=443): Max retries exceeded with url: /CC-MAIN-2009-2010-index?url=http%3A%2F%2Fwww.qlsn.com%2Farticle_view.asp%3Fid%3D831&output=json&filter=status%3A200&matchType=exact (Caused by ConnectTimeoutError(<HTTPSConnection(host='index.commoncrawl.org', port=443) at 0x7fc93c7c85f0>, 'Connection to index.commoncrawl.org timed out. (connect timeout=45)'))"
CC-MAIN-2009-2010,http://www.qlsn.com/news_view.asp?id=224,"ConnectTimeout: HTTPSConnectionPool(host='index.commoncrawl.org', port=443): Max retries exceeded with url: /CC-MAIN-2009-2010-index?url=http%3A%2F%2Fwww.qlsn.com%2Fnews_view.asp%3Fid%3D224&output=json&filter=status%3A200&matchType=exact (Caused by ConnectTimeoutError(<HTTPSConnection(host='index.commoncrawl.org', port=443) at 0x7fc93c7c8860>, 'Connection to index.commoncrawl.org timed out. (connect timeout=45)'))"
CC-MAIN-2009-2010,http://www.qlsn.com/article_view.asp?id=833,"ConnectTimeout: HTTPSConnectionPool(host='index.commoncrawl.org', port=443): Max retries exceeded with url: /CC-MAIN-2009-2010-index?url=http%3A%2F%2Fwww.qlsn.com%2Farticle_view.asp%3Fid%3D833&output=json&filter=status%3A200&matchType=exact (Caused by ConnectTimeoutError(<HTTPSConnection(host='index.commoncrawl.org', port=443) at 0x7fc93c7e05f0>, 'Connection to index.commoncrawl.org timed out. (connect timeout=45)'))"
CC-MAIN-2009-2010,http://www.qlsn.com/article_view.asp?id=832,"ConnectTimeout: HTTPSConnectionPool(host='index.commoncrawl.org', port=443): Max retries exceeded with url: /CC-MAIN-2009-2010-index?url=http%3A%2F%2Fwww.qlsn.com%2Farticle_view.asp%3Fid%3D832&output=json&filter=status%3A200&matchType=exact (Caused by ConnectTimeoutError(<HTTPSConnection(host='index.commoncrawl.org', port=443) at 0x7fc93c7ca840>, 'Connection to index.commoncrawl.org timed out. (connect timeout=45)'))"
CC-MAIN-2009-2010,http://www.qlsn.com/article_view.asp?id=835,"ConnectTimeout: HTTPSConnectionPool(host='index.commoncrawl.org', port=443): Max retries exceeded with url: /CC-MAIN-2009-2010-index?url=http%3A%2F%2Fwww.qlsn.com%2Farticle_view.asp%3Fid%3D835&output=json&filter=status%3A200&matchType=exact (Caused by ConnectTimeoutError(<HTTPSConnection(host='index.commoncrawl.org', port=443) at 0x7fc93c7e12e0>, 'Connection to index.commoncrawl.org timed out. (connect timeout=45)'))"
CC-MAIN-2009-2010,http://www.qlsn.com/article_view.asp?id=830,"ConnectTimeout: HTTPSConnectionPool(host='index.commoncrawl.org', port=443): Max retries exceeded with url: /CC-MAIN-2009-2010-index?url=http%3A%2F%2Fwww.qlsn.com%2Farticle_view.asp%3Fid%3D830&output=json&filter=status%3A200&matchType=exact (Caused by ConnectTimeoutError(<HTTPSConnection(host='index.commoncrawl.org', port=443) at 0x7fc93c7e0c20>, 'Connection to index.commoncrawl.org timed out. (connect timeout=45)'))"
CC-MAIN-2009-2010,http://www.qlsn.com/news_view.asp?id=225,"ConnectTimeout: HTTPSConnectionPool(host='index.commoncrawl.org', port=443): Max retries exceeded with url: /CC-MAIN-2009-2010-index?url=http%3A%2F%2Fwww.qlsn.com%2Fnews_view.asp%3Fid%3D225&output=json&filter=status%3A200&matchType=exact (Caused by ConnectTimeoutError(<HTTPSConnection(host='index.commoncrawl.org', port=443) at 0x7fc93c7e1d90>, 'Connection to index.commoncrawl.org timed out. (connect timeout=45)'))"
