timestamp,original,requested_archive_url,used_archive_url,title,site_date,content_year,issue_numbers,issue_confidence,encoding,link_count,media_count,excerpt,error
20061223052230,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.21.html,https://web.archive.org/web/20061223052230id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.21.html,https://web.archive.org/web/20061223052230id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.21.html,齐鲁少年博客-交易,,,,,gb18030,31,1,"齐鲁少年博客-交易 齐鲁少年博客 欢迎大家来到齐鲁少年博客建立自己的网上家园 申请博客 | 进入论坛 博客首页 | 博客索引 | 话题索引 | 文章 | 收藏 | 相册 | 书签 | 交易 话题索引 日记 知识 读书 心情 生活 体育 下载 数码 帖图 电影 音乐 网络 软件 开发 传媒 交易 话题索引 → 交易 → 提示信息： 你查看的数据不存在或参数错误！ 返回上一页 关闭窗口 Power by iBoker V1.0.0 Copyright © 齐鲁少年博客 查询次数：(1),页面执行时间 0.07813 秒",
20061219091522,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.22.html,https://web.archive.org/web/20061219091522id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.22.html,https://web.archive.org/web/20061219091522id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.22.html,齐鲁少年博客-交易,,,,,gb18030,31,1,"齐鲁少年博客-交易 齐鲁少年博客 欢迎大家来到齐鲁少年博客建立自己的网上家园 申请博客 | 进入论坛 博客首页 | 博客索引 | 话题索引 | 文章 | 收藏 | 相册 | 书签 | 交易 话题索引 日记 知识 读书 心情 生活 体育 下载 数码 帖图 电影 音乐 网络 软件 开发 传媒 交易 话题索引 → 交易 → 提示信息： 你查看的数据不存在或参数错误！ 返回上一页 关闭窗口 Power by iBoker V1.0.0 Copyright © 齐鲁少年博客 查询次数：(1),页面执行时间 0.09375 秒",
20061223052244,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.23.html,https://web.archive.org/web/20061223052244id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.23.html,https://web.archive.org/web/20061223052244id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.23.html,齐鲁少年博客-交易,,,,,gb18030,31,1,"齐鲁少年博客-交易 齐鲁少年博客 欢迎大家来到齐鲁少年博客建立自己的网上家园 申请博客 | 进入论坛 博客首页 | 博客索引 | 话题索引 | 文章 | 收藏 | 相册 | 书签 | 交易 话题索引 日记 知识 读书 心情 生活 体育 下载 数码 帖图 电影 音乐 网络 软件 开发 传媒 交易 话题索引 → 交易 → 提示信息： 你查看的数据不存在或参数错误！ 返回上一页 关闭窗口 Power by iBoker V1.0.0 Copyright © 齐鲁少年博客 查询次数：(1),页面执行时间 0.07813 秒",
20061223052520,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.24.html,https://web.archive.org/web/20061223052520id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.24.html,https://web.archive.org/web/20061223052520id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.24.html,齐鲁少年博客-交易,,,,,gb18030,31,1,"齐鲁少年博客-交易 齐鲁少年博客 欢迎大家来到齐鲁少年博客建立自己的网上家园 申请博客 | 进入论坛 博客首页 | 博客索引 | 话题索引 | 文章 | 收藏 | 相册 | 书签 | 交易 话题索引 日记 知识 读书 心情 生活 体育 下载 数码 帖图 电影 音乐 网络 软件 开发 传媒 交易 话题索引 → 交易 → 提示信息： 你查看的数据不存在或参数错误！ 返回上一页 关闭窗口 Power by iBoker V1.0.0 Copyright © 齐鲁少年博客 查询次数：(1),页面执行时间 0.07813 秒",
20061223051910,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.25.html,https://web.archive.org/web/20061223051910id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.25.html,https://web.archive.org/web/20061223051910id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.25.html,齐鲁少年博客-交易,,,,,gb18030,31,1,"齐鲁少年博客-交易 齐鲁少年博客 欢迎大家来到齐鲁少年博客建立自己的网上家园 申请博客 | 进入论坛 博客首页 | 博客索引 | 话题索引 | 文章 | 收藏 | 相册 | 书签 | 交易 话题索引 日记 知识 读书 心情 生活 体育 下载 数码 帖图 电影 音乐 网络 软件 开发 传媒 交易 话题索引 → 交易 → 提示信息： 你查看的数据不存在或参数错误！ 返回上一页 关闭窗口 Power by iBoker V1.0.0 Copyright © 齐鲁少年博客 查询次数：(1),页面执行时间 0.07813 秒",
20061223052118,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.26.html,https://web.archive.org/web/20061223052118id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.26.html,https://web.archive.org/web/20061223052118id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.26.html,齐鲁少年博客-交易,,,,,gb18030,31,1,"齐鲁少年博客-交易 齐鲁少年博客 欢迎大家来到齐鲁少年博客建立自己的网上家园 申请博客 | 进入论坛 博客首页 | 博客索引 | 话题索引 | 文章 | 收藏 | 相册 | 书签 | 交易 话题索引 日记 知识 读书 心情 生活 体育 下载 数码 帖图 电影 音乐 网络 软件 开发 传媒 交易 话题索引 → 交易 → 提示信息： 你查看的数据不存在或参数错误！ 返回上一页 关闭窗口 Power by iBoker V1.0.0 Copyright © 齐鲁少年博客 查询次数：(1),页面执行时间 0.07813 秒",
20061223052544,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.27.html,https://web.archive.org/web/20061223052544id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.27.html,https://web.archive.org/web/20061223052544id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.27.html,齐鲁少年博客-交易,,,,,gb18030,31,1,"齐鲁少年博客-交易 齐鲁少年博客 欢迎大家来到齐鲁少年博客建立自己的网上家园 申请博客 | 进入论坛 博客首页 | 博客索引 | 话题索引 | 文章 | 收藏 | 相册 | 书签 | 交易 话题索引 日记 知识 读书 心情 生活 体育 下载 数码 帖图 电影 音乐 网络 软件 开发 传媒 交易 话题索引 → 交易 → 提示信息： 你查看的数据不存在或参数错误！ 返回上一页 关闭窗口 Power by iBoker V1.0.0 Copyright © 齐鲁少年博客 查询次数：(1),页面执行时间 0.07813 秒",
20061223052259,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.28.html,https://web.archive.org/web/20061223052259id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.28.html,https://web.archive.org/web/20061223052259id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.28.html,齐鲁少年博客-交易,,,,,gb18030,31,1,"齐鲁少年博客-交易 齐鲁少年博客 欢迎大家来到齐鲁少年博客建立自己的网上家园 申请博客 | 进入论坛 博客首页 | 博客索引 | 话题索引 | 文章 | 收藏 | 相册 | 书签 | 交易 话题索引 日记 知识 读书 心情 生活 体育 下载 数码 帖图 电影 音乐 网络 软件 开发 传媒 交易 话题索引 → 交易 → 提示信息： 你查看的数据不存在或参数错误！ 返回上一页 关闭窗口 Power by iBoker V1.0.0 Copyright © 齐鲁少年博客 查询次数：(1),页面执行时间 0.10938 秒",
20061223052335,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.29.html,https://web.archive.org/web/20061223052335id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.29.html,https://web.archive.org/web/20061223052335id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.29.html,齐鲁少年博客-交易,,,,,gb18030,31,1,"齐鲁少年博客-交易 齐鲁少年博客 欢迎大家来到齐鲁少年博客建立自己的网上家园 申请博客 | 进入论坛 博客首页 | 博客索引 | 话题索引 | 文章 | 收藏 | 相册 | 书签 | 交易 话题索引 日记 知识 读书 心情 生活 体育 下载 数码 帖图 电影 音乐 网络 软件 开发 传媒 交易 话题索引 → 交易 → 提示信息： 你查看的数据不存在或参数错误！ 返回上一页 关闭窗口 Power by iBoker V1.0.0 Copyright © 齐鲁少年博客 查询次数：(1),页面执行时间 0.09375 秒",
20061223052508,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.31.html,https://web.archive.org/web/20061223052508id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.31.html,https://web.archive.org/web/20061223052508id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.31.html,齐鲁少年博客-交易,,,,,gb18030,31,1,"齐鲁少年博客-交易 齐鲁少年博客 欢迎大家来到齐鲁少年博客建立自己的网上家园 申请博客 | 进入论坛 博客首页 | 博客索引 | 话题索引 | 文章 | 收藏 | 相册 | 书签 | 交易 话题索引 日记 知识 读书 心情 生活 体育 下载 数码 帖图 电影 音乐 网络 软件 开发 传媒 交易 话题索引 → 交易 → 提示信息： 你查看的数据不存在或参数错误！ 返回上一页 关闭窗口 Power by iBoker V1.0.0 Copyright © 齐鲁少年博客 查询次数：(1),页面执行时间 0.07813 秒",
20061219091229,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.32.html,https://web.archive.org/web/20061219091229id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.32.html,https://web.archive.org/web/20061219091229id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.32.html,齐鲁少年博客-交易,,,,,gb18030,31,1,"齐鲁少年博客-交易 齐鲁少年博客 欢迎大家来到齐鲁少年博客建立自己的网上家园 申请博客 | 进入论坛 博客首页 | 博客索引 | 话题索引 | 文章 | 收藏 | 相册 | 书签 | 交易 话题索引 日记 知识 读书 心情 生活 体育 下载 数码 帖图 电影 音乐 网络 软件 开发 传媒 交易 话题索引 → 交易 → 提示信息： 你查看的数据不存在或参数错误！ 返回上一页 关闭窗口 Power by iBoker V1.0.0 Copyright © 齐鲁少年博客 查询次数：(1),页面执行时间 0.14063 秒",
20061215123725,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.html,https://web.archive.org/web/20061215123725id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.html,,,,,,,,,,,https://web.archive.org/web/20061215123725id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.html: URLError: <urlopen error [Errno 111] Connection refused> | https://web.archive.org/web/20061215123725id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.html: URLError: <urlopen error timed out> | https://web.archive.org/web/20061215123725if_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.html: URLError: <urlopen error timed out> | https://web.archive.org/web/20061215123725if_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.html: URLError: <urlopen error timed out> | https://web.archive.org/web/20061215123725/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.html: URLError: <urlopen error timed out> | https://web.archive.org/web/20061215123725/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.html: URLError: <urlopen error timed out>
20061216083421,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.5.html,https://web.archive.org/web/20061216083421id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.5.html,https://web.archive.org/web/20061216083421/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.5.html,齐鲁少年博客-相册,,2006,,,gb18030,40,9,"1 capture 16 Dec 2006 Nov DEC Jan 16 2005 2006 2007 success fail About this capture COLLECTED BY Organization: Alexa Crawls Starting in 1996, Alexa Internet has been donating their crawl data to the Internet Archive. Flowing in every day, these data are added to the Wayback Machine after an embargo period. Collection: 35_crawl this data is currently not publicly accessible. TIMESTAMPS The Wayback Machine - https://web.archive.org/web/20061216083421/http://www.qlsn.com:80/bbs/bokeindex.asp?show_topic.5.html 齐鲁少年博客-相册 齐鲁少年博客 欢迎大家来到齐鲁少年博客建立自己的网上家园 申请博客 | 进入论坛 博客首页 | 博客索引 | 话题索引 | 文章 | 收藏 | 相册 | 书签 | 交易 话题索引 → 相册 《 随手贴来 》 作者 丫头 时间 2006-6-2 大小 51.91 KB 《 随手贴来 》 作者 丫头 时间 2006-6-2 大小 32.75 KB 《 随手贴来 》 作者 丫头 时间 2006-6-2 大小 16.41 KB 《 随手贴来 》 作者 丫头 时间 2006-6-2 大小 15.33 KB 《 随手贴来 》 作者 丫头 时间 2006-6-2 大小 76.28 KB 《 随手贴来 》 作者 丫头 时间 2006-6-2 大小 35.60 KB Power by iBoker V1.0.0 Copyright © 齐鲁少年博客 查询次数：(1",
20061216084238,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.html,https://web.archive.org/web/20061216084238id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.html,https://web.archive.org/web/20061216084238if_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.html,齐鲁少年博客-博客话题分类,,2006,,,gb18030,47,1,"齐鲁少年博客-博客话题分类 齐鲁少年博客 欢迎大家来到齐鲁少年博客建立自己的网上家园 申请博客 | 进入论坛 博客首页 | 博客索引 | 话题索引 | 文章 | 收藏 | 相册 | 书签 | 交易 话题索引 日记 知识 读书 心情 生活 体育 下载 数码 帖图 电影 音乐 网络 软件 开发 传媒 交易 话题索引 → 所有信息列表 评论(0) | 阅读(4) 1. 红猫蓝兔七侠传主题歌 分类：[音乐] -- 作者： xuzixin -- 发表时间： 2006-11-6 20:33:48 评论(1) | 阅读(69) 2. 哆米B梦 分类：[知识] -- 作者： 刘延祥 -- 发表时间： 2006-10-6 15:10:34 评论(1) | 阅读(77) 3. 哆米B梦 分类：[知识] -- 作者： 刘延祥 -- 发表时间： 2006-10-6 15:11:32 评论(0) | 阅读(50) 4. 哆米B梦 分类：[知识] -- 作者： 刘延祥 -- 发表时间： 2006-10-6 15:11:44 评论(1) | 阅读(72) 5. 用javascript实现无刷新更新数据 分类：[知识] -- 作者： sjwxl -- 发表时间： 2006-9-14 16:45:46 评论(0) | 阅读(65) 6. 中国教师发表论文问题研究 分类：[日记] -- 作者： dqddsj -- 发表时间： 2006-8-21 8:16:04 评论(3) | 阅读(344) 7. 分类：[心情] -- 作者： 苍天一笑 -- 发表时间： 2006-5-29 10:39:50 评论(1) | 阅读(133) 8. 问候 分类：[日记] -- 作者： 桃乡人 -- 发表时间： 2006-5-29 21:58:10 评论(0) | 阅读(81) 9. 问候 分类：[日记] -- 作者： 桃乡人 -- 发表时间： 2006-5-29 21:57:28 Power by iBoker V1.0.0 Copyright © 齐鲁少年博客 查询次数：(1),页面执行时间 0.10938 秒",
20061216083705,http://www.qlsn.com/bbs/bokeindex.asp?show_user.html,https://web.archive.org/web/20061216083705id_/http://www.qlsn.com/bbs/bokeindex.asp?show_user.html,https://web.archive.org/web/20061216083705/http://www.qlsn.com/bbs/bokeindex.asp?show_user.html,齐鲁少年博客-博客用户索引,,2006,,,gb18030,78,5,"1 capture 16 Dec 2006 Nov DEC Jan 16 2005 2006 2007 success fail About this capture COLLECTED BY Organization: Alexa Crawls Starting in 1996, Alexa Internet has been donating their crawl data to the Internet Archive. Flowing in every day, these data are added to the Wayback Machine after an embargo period. Collection: 35_crawl this data is currently not publicly accessible. TIMESTAMPS The Wayback Machine - https://web.archive.org/web/20061216083705/http://www.qlsn.com:80/bbs/bokeindex.asp?show_user.html 齐鲁少年博客-博客用户索引 齐鲁少年博客 欢迎大家来到齐鲁少年博客建立自己的网上家园 申请博客 | 进入论坛 博客首页 | 博客索引 | 话题索引 | 文章 | 收藏 | 相册 | 书签 | 交易 博客索引 个人空间 电脑网络 经济金融 教育学习 情感绿洲 娱乐休闲 少儿乐园 原创文学 生活百科 大话天下 体育竞技 旅游自然 网络游戏 班级集体 政法军事 电子商务 博客用户索引 → 所有信息列表 | 分类 | 博客名称 | 用户 | 文章 | 评论 | 收藏 | 图片 创建时间 个人空间 丫头的博客 丫头 0 2306 0 3 2006年6月2日 个人空间 xuzixin 的博客 xuzixin 1 0 0 0 2006年8月8日 个人空间 我们的家园 家园 0 0 0 0 2006年11月3日 个人空间 科幻小说《哆米B梦》 刘延祥 3 2 0 0 2006年10月6日",
20040804133449,http://www.qlsn.com/page/P1.htm,https://web.archive.org/web/20040804133449id_/http://www.qlsn.com/page/P1.htm,http://web.archive.org/web/20040804133449id_/http://www.qlsn.com:80/page/P1.htm,齐鲁少年,,,,,gb18030,9,11,齐鲁少年 首页 老编新谈 ******** ******** 关于我们 少年论坛 当前位置： 首页 --关于我们 《齐鲁少年》简介 《齐鲁少年》报创刊于1992年10月，是山东省少工委的机关报，以中高年级少先队员为服务对象。4开4版，彩色印刷，每周二出版。月末出版相应的A、B、C、D版，均为彩色印刷。 《齐鲁少年》报版面内容丰富多彩，生动活泼。一版主要内容是发布省少工委的最新工作动向，宣传推广全省各级少先队组织开展的特色活动。另外，“知心姐姐”还在一版专门开设了专栏，帮助少年儿童解除成长的烦恼。二版主要内容是学习指导和少年文摘。“学习指导”介绍一些语文、数学、英语、历史、地理等科目的好的学习方法，解惑释疑；“少年文摘”介绍世界各地，古今中外，奇闻趣事，以及当前最具时代特征的科普知识。三版主要内容是学生习作，刊登全省少年儿童的佳作和诗文。四版刊载一些有益少年儿童身心健康的卡通连环画。月末Ａ版为“焦点新闻调查”，讨论少年儿童感兴趣的热门话题。Ｂ版为“家教”版，向爸爸妈妈们介绍一些有效有益的教育方法，为爸爸妈妈们分担忧愁。Ｃ版是“少年电脑大世界”，专门帮助爱好电脑的小读者学电脑、玩电脑、精电脑，而且通俗易懂。Ｄ版是“齐奇的玩乐世界”，整个一个“玩”的天地，小读者们可以从这里学到许许多多有益身心健康的玩乐方法。 目前，《齐鲁少年》报已有幸加入全国少儿报刊协会，从整体策划、版面设计，到信息容量，采编质量都有了很大的提高，得到全国许多少儿报刊的普遍认可和赞同。 WWW.QLSN.COM 版权所有: 齐鲁少年编辑部 地址：济南市英雄山路4号 电话：2073865,
