timestamp,original,archive_url,digest,title,site_date,content_year,issue_numbers,issue_confidence,encoding,link_count,media_count,excerpt,error
20061219091458,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.3.24.html,https://web.archive.org/web/20061219091458id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.3.24.html,JQ7WXSZM7W6ZMFW66CDJS7MMHCEHMIN3,齐鲁少年博客-书签,,,,,gb18030,31,1,"齐鲁少年博客-书签 齐鲁少年博客 欢迎大家来到齐鲁少年博客建立自己的网上家园 申请博客 | 进入论坛 博客首页 | 博客索引 | 话题索引 | 文章 | 收藏 | 相册 | 书签 | 交易 话题索引 日记 知识 读书 心情 生活 体育 下载 数码 帖图 电影 音乐 网络 软件 开发 传媒 交易 话题索引 → 书签 → 提示信息： 你查看的数据不存在或参数错误！ 返回上一页 关闭窗口 Power by iBoker V1.0.0 Copyright © 齐鲁少年博客 查询次数：(1),页面执行时间 0.09375 秒",
20061219091921,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.3.25.html,https://web.archive.org/web/20061219091921id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.3.25.html,RE7JMO4NENDFVK22SFB7OLXNOMW6QV3G,齐鲁少年博客-书签,,,,,gb18030,31,1,"齐鲁少年博客-书签 齐鲁少年博客 欢迎大家来到齐鲁少年博客建立自己的网上家园 申请博客 | 进入论坛 博客首页 | 博客索引 | 话题索引 | 文章 | 收藏 | 相册 | 书签 | 交易 话题索引 日记 知识 读书 心情 生活 体育 下载 数码 帖图 电影 音乐 网络 软件 开发 传媒 交易 话题索引 → 书签 → 提示信息： 你查看的数据不存在或参数错误！ 返回上一页 关闭窗口 Power by iBoker V1.0.0 Copyright © 齐鲁少年博客 查询次数：(1),页面执行时间 0.09375 秒",
20061219091942,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.3.26.html,https://web.archive.org/web/20061219091942id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.3.26.html,JNLVWGH6LAQH5DSRZZHRYUI2H5AGBLYN,齐鲁少年博客-书签,,,,,gb18030,31,1,"齐鲁少年博客-书签 齐鲁少年博客 欢迎大家来到齐鲁少年博客建立自己的网上家园 申请博客 | 进入论坛 博客首页 | 博客索引 | 话题索引 | 文章 | 收藏 | 相册 | 书签 | 交易 话题索引 日记 知识 读书 心情 生活 体育 下载 数码 帖图 电影 音乐 网络 软件 开发 传媒 交易 话题索引 → 书签 → 提示信息： 你查看的数据不存在或参数错误！ 返回上一页 关闭窗口 Power by iBoker V1.0.0 Copyright © 齐鲁少年博客 查询次数：(1),页面执行时间 0.09375 秒",
20061223052007,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.3.27.html,https://web.archive.org/web/20061223052007id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.3.27.html,R5PAOIHELKBJA56CNBMWVHEWDIWWPWAR,齐鲁少年博客-书签,,,,,gb18030,31,1,"齐鲁少年博客-书签 齐鲁少年博客 欢迎大家来到齐鲁少年博客建立自己的网上家园 申请博客 | 进入论坛 博客首页 | 博客索引 | 话题索引 | 文章 | 收藏 | 相册 | 书签 | 交易 话题索引 日记 知识 读书 心情 生活 体育 下载 数码 帖图 电影 音乐 网络 软件 开发 传媒 交易 话题索引 → 书签 → 提示信息： 你查看的数据不存在或参数错误！ 返回上一页 关闭窗口 Power by iBoker V1.0.0 Copyright © 齐鲁少年博客 查询次数：(1),页面执行时间 0.07813 秒",
20061223051935,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.3.28.html,https://web.archive.org/web/20061223051935id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.3.28.html,EGOQI6L2WZIBOG2CXAX7IZ7N57DP4PCR,,,,,,,0,0,,URLError: <urlopen error [Errno 111] Connection refused>
20061223052205,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.3.29.html,https://web.archive.org/web/20061223052205id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.3.29.html,OFH3QYK74AVHTXGTMELPFOSWIIUMQA5N,,,,,,,0,0,,URLError: <urlopen error [Errno 111] Connection refused>
20061219091512,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.3.30.html,https://web.archive.org/web/20061219091512id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.3.30.html,3NXQ5MKMLYXL6VCO7NVDAZIKCPUZKNK5,,,,,,,0,0,,URLError: <urlopen error [Errno 111] Connection refused>
20061219091825,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.3.31.html,https://web.archive.org/web/20061219091825id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.3.31.html,AK7K2RZB3FRPWM27H4FHOHJZN7NKCV26,,,,,,,0,0,,URLError: <urlopen error [Errno 111] Connection refused>
20061219091648,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.3.32.html,https://web.archive.org/web/20061219091648id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.3.32.html,EB5MAVHMMTQ26ZJAU6UWDEO4NWX7LHHG,,,,,,,0,0,,URLError: <urlopen error [Errno 111] Connection refused>
20061215124120,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.3.html,https://web.archive.org/web/20061215124120id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.3.html,PUOODOLK7OVF4RKSLZFK6WX65N4ZVXO3,,,,,,,0,0,,URLError: <urlopen error [Errno 111] Connection refused>
20061223051512,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.0,https://web.archive.org/web/20061223051512id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.0,E63ECYTMMZSUZMY44RIWROVE4RCGB766,,,,,,,0,0,,URLError: <urlopen error [Errno 111] Connection refused>
20061223051722,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.17.html,https://web.archive.org/web/20061223051722id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.17.html,WR7ORIGXW6OCCQFMMH5BZ5DNIVAC62LR,,,,,,,0,0,,URLError: <urlopen error [Errno 111] Connection refused>
20061223052532,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.18.html,https://web.archive.org/web/20061223052532id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.18.html,WN576F7KIX6BIHU3NLO7RUBX7XWLN5XY,,,,,,,0,0,,URLError: <urlopen error [Errno 111] Connection refused>
20061223051953,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.19.html,https://web.archive.org/web/20061223051953id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.19.html,7TPGTGU2HZXYW6FBK4SAXHHZUAT22TBP,,,,,,,0,0,,URLError: <urlopen error [Errno 111] Connection refused>
20061223051622,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.20.html,https://web.archive.org/web/20061223051622id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.20.html,6BHOMP2R7DBSW6VMVG4H56ZRIQCQ5JA4,齐鲁少年博客-交易,,,,,gb18030,31,1,"齐鲁少年博客-交易 齐鲁少年博客 欢迎大家来到齐鲁少年博客建立自己的网上家园 申请博客 | 进入论坛 博客首页 | 博客索引 | 话题索引 | 文章 | 收藏 | 相册 | 书签 | 交易 话题索引 日记 知识 读书 心情 生活 体育 下载 数码 帖图 电影 音乐 网络 软件 开发 传媒 交易 话题索引 → 交易 → 提示信息： 你查看的数据不存在或参数错误！ 返回上一页 关闭窗口 Power by iBoker V1.0.0 Copyright © 齐鲁少年博客 查询次数：(1),页面执行时间 0.07813 秒",
20061223052230,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.21.html,https://web.archive.org/web/20061223052230id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.21.html,E2TXZJOMSADJQCFJTEPFJNEHAIRFYTVI,,,,,,,0,0,,URLError: <urlopen error [Errno 111] Connection refused>
20061219091522,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.22.html,https://web.archive.org/web/20061219091522id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.22.html,GLJZYKV3SWUEGPA4MT4BUMZX5ULH7VZD,,,,,,,0,0,,URLError: <urlopen error [Errno 111] Connection refused>
20061223052244,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.23.html,https://web.archive.org/web/20061223052244id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.23.html,T2A3MZ5FLISNQQXKT34IEASGONHCGG4S,,,,,,,0,0,,URLError: <urlopen error [Errno 111] Connection refused>
20061223052520,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.24.html,https://web.archive.org/web/20061223052520id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.24.html,UZEZDMMMFXHJVB4PA4HNSEUXU3VNRPPQ,,,,,,,0,0,,URLError: <urlopen error [Errno 111] Connection refused>
20061223051910,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.25.html,https://web.archive.org/web/20061223051910id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.25.html,WUHQTRGMQD3BGHOQRZE2DVR2AOSMKNBL,,,,,,,0,0,,URLError: <urlopen error [Errno 111] Connection refused>
20061223052118,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.26.html,https://web.archive.org/web/20061223052118id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.26.html,GYPVATKPNYJHDUKKB2SWTCW4JXOIBDD7,,,,,,,0,0,,URLError: <urlopen error [Errno 111] Connection refused>
20061223052544,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.27.html,https://web.archive.org/web/20061223052544id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.27.html,FNDO7NWYOKBOUDBWMVPINV7QOZF2ZNNT,,,,,,,0,0,,URLError: <urlopen error [Errno 111] Connection refused>
20061223052259,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.28.html,https://web.archive.org/web/20061223052259id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.28.html,UMWF4PJGNF5ODOMNECRAH2SC6DBW5EG3,,,,,,,0,0,,URLError: <urlopen error [Errno 111] Connection refused>
20061223052335,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.29.html,https://web.archive.org/web/20061223052335id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.29.html,VOQQLJTOS32EUDOKYD4UW567KLLBJGHD,,,,,,,0,0,,URLError: <urlopen error [Errno 111] Connection refused>
20061219091247,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.30.html,https://web.archive.org/web/20061219091247id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.30.html,AMPPIHGKICEYF6ZQ7XDTWQMNNYVUBRAX,齐鲁少年博客-交易,,,,,gb18030,31,1,"齐鲁少年博客-交易 齐鲁少年博客 欢迎大家来到齐鲁少年博客建立自己的网上家园 申请博客 | 进入论坛 博客首页 | 博客索引 | 话题索引 | 文章 | 收藏 | 相册 | 书签 | 交易 话题索引 日记 知识 读书 心情 生活 体育 下载 数码 帖图 电影 音乐 网络 软件 开发 传媒 交易 话题索引 → 交易 → 提示信息： 你查看的数据不存在或参数错误！ 返回上一页 关闭窗口 Power by iBoker V1.0.0 Copyright © 齐鲁少年博客 查询次数：(1),页面执行时间 0.09375 秒",
20061223052508,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.31.html,https://web.archive.org/web/20061223052508id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.31.html,6OYW6UAFQ3O2UGGXZY6OHLNHNUG25LMK,,,,,,,0,0,,URLError: <urlopen error [Errno 111] Connection refused>
20061219091229,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.32.html,https://web.archive.org/web/20061219091229id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.32.html,HFE66RCLXLAAFM3P53Z62K4QJQKZEBMO,,,,,,,0,0,,URLError: <urlopen error [Errno 111] Connection refused>
20061215123725,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.html,https://web.archive.org/web/20061215123725id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.4.html,SEX2YM64FNXZICRFZZSYGJC3G257JQM2,,,,,,,0,0,,URLError: <urlopen error [Errno 111] Connection refused>
20061216083421,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.5.html,https://web.archive.org/web/20061216083421id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.5.html,UVNXLJZS5WO2KFJUTRK5TIZH2CIOCGYD,,,,,,,0,0,,URLError: <urlopen error [Errno 111] Connection refused>
20061216084238,http://www.qlsn.com/bbs/bokeindex.asp?show_topic.html,https://web.archive.org/web/20061216084238id_/http://www.qlsn.com/bbs/bokeindex.asp?show_topic.html,WM566HFUX7BAOCENRWFCVJP6FHLS5JZI,,,,,,,0,0,,URLError: <urlopen error [Errno 111] Connection refused>
20061216083705,http://www.qlsn.com/bbs/bokeindex.asp?show_user.html,https://web.archive.org/web/20061216083705id_/http://www.qlsn.com/bbs/bokeindex.asp?show_user.html,UFM7PDOAUGIABP6FPLS3JWNECKUPQHBT,,,,,,,0,0,,URLError: <urlopen error [Errno 111] Connection refused>
20040804133449,http://www.qlsn.com/page/P1.htm,https://web.archive.org/web/20040804133449id_/http://www.qlsn.com/page/P1.htm,H7QA4NSYPISXFPC335W4Y5Y4IQCOK7W3,,,,,,,0,0,,URLError: <urlopen error [Errno 111] Connection refused>
20110529092430,http://www.qlsn.com/sdbook/index.asp?,https://web.archive.org/web/20110529092430id_/http://www.qlsn.com/sdbook/index.asp?,TZ7EEFFRRMTN4ZEOKYEDKCFJJDU2OBCH,,,,,,,0,0,,URLError: <urlopen error [Errno 111] Connection refused>
20110919001111,http://www.qlsn.com/sdbook/index.asp?action=Add_New&forumid=1&fn=0,https://web.archive.org/web/20110919001111id_/http://www.qlsn.com/sdbook/index.asp?action=Add_New&forumid=1&fn=0,Z6QQZMUB7BZSJYREVZLT6EEJDPMSQA2S,,,,,,,0,0,,URLError: <urlopen error [Errno 111] Connection refused>
20110918183655,http://www.qlsn.com/sdbook/index.asp?action=Best_Topics&forumid=1,https://web.archive.org/web/20110918183655id_/http://www.qlsn.com/sdbook/index.asp?action=Best_Topics&forumid=1,C2FVQK4TBTTVZSMR47NAYC3MWEUIETNI,,,,,,,0,0,,URLError: <urlopen error timed out>
20110918072946,http://www.qlsn.com/sdbook/index.asp?action=UbbHelp&forumid=1,https://web.archive.org/web/20110918072946id_/http://www.qlsn.com/sdbook/index.asp?action=UbbHelp&forumid=1,7Y7XHH47ZTBDRYDTCB6V2QNLMJ3PQ7YS,,,,,,,0,0,,URLError: <urlopen error timed out>
20110918082604,http://www.qlsn.com/sdbook/index.asp?action=forget_pw&forumid=1,https://web.archive.org/web/20110918082604id_/http://www.qlsn.com/sdbook/index.asp?action=forget_pw&forumid=1,3V2RKEUNUVKDG3FK7QLVRR6RWOVENMXO,,,,,,,0,0,,URLError: <urlopen error timed out>
20110918063503,http://www.qlsn.com/sdbook/index.asp?action=member_login&forumid=1,https://web.archive.org/web/20110918063503id_/http://www.qlsn.com/sdbook/index.asp?action=member_login&forumid=1,3F2VWRF7DMYZKEEONOY3TA7ARUT2VZRQ,,,,,,,0,0,,URLError: <urlopen error timed out>
20110918072840,http://www.qlsn.com/sdbook/index.asp?action=member_reg&forumid=1,https://web.archive.org/web/20110918072840id_/http://www.qlsn.com/sdbook/index.asp?action=member_reg&forumid=1,D5VPBILS6XLTQA6LW7HVIGA5VUGIVYR5,,,,,,,0,0,,URLError: <urlopen error timed out>
20110918104834,http://www.qlsn.com/sdbook/index.asp?forumid=1&fn=0&page=1&action=,https://web.archive.org/web/20110918104834id_/http://www.qlsn.com/sdbook/index.asp?forumid=1&fn=0&page=1&action=,RHEAIR57L3E22LRDBZTP5M2FHGKUZGLG,,,,,,,0,0,,URLError: <urlopen error timed out>
20110918112837,http://www.qlsn.com/sdbook/index.asp?forumid=1&fn=0&page=2&action=,https://web.archive.org/web/20110918112837id_/http://www.qlsn.com/sdbook/index.asp?forumid=1&fn=0&page=2&action=,YNNK4EYOMDB4HMIRV347POHJ3UWLRGSA,,,,,,,0,0,,URLError: <urlopen error timed out>
20110918121616,http://www.qlsn.com/sdbook/index.asp?forumid=1&fn=0&page=5&action=,https://web.archive.org/web/20110918121616id_/http://www.qlsn.com/sdbook/index.asp?forumid=1&fn=0&page=5&action=,O7VJELPZHJXZ2ZQZVG4D37QTK7VFYXLO,,,,,,,0,0,,URLError: <urlopen error timed out>
20130204094043,http://www.qlsn.com/sys_webs/index.aspx,https://web.archive.org/web/20130204094043id_/http://www.qlsn.com/sys_webs/index.aspx,WJBAKC2RTEUOIBNYBEAP4NKJ7REKLRHQ,欢迎登陆齐鲁少年网站,,,,,utf-8,192,15,欢迎登陆齐鲁少年网站 首页 新闻广场 少先队天地 队旗飘飘 少年博览 聚光镜 身边世界 百科快餐车 真假科学面孔 游戏中的科学 我叫难不倒 社会万花筒 学习时段 师生故事 作文三十六计 课文放大镜 身边数学 豆豆虫动漫俱乐部 英语角 新书架 习作天地 胖小心的习作会 作文咚咚锵主题征文 精彩习作 成长乐园 烦恼防火墙 心灵之约 小雨讲新词 课间十分钟 心愿直通车关爱少年儿童行动 趣味镜头 他们小时候 小记者俱乐部 领导关怀 消息树 辅导员心得 实践体验 新闻童音 人物采访 文件资料 学习园地 家长社区 名家讲坛 家长拉呱 家教指南 家长语录 嘻哈收纳盒 辅导员课堂 电子阅读 用户名: 密码: 站内搜索： 新闻广场 时评 看天下 一个“书呆子”的圣诞树（1057期） 2013-01-04 “暖冬包裹”来喽！（1057期） 2013-01-04 一个人的“家”（1056期） 2012-12-24 我们的小秘密（1055期） 2012-12-21 验血查钙和上辅导班（1055期） 2012-12-21 童话味的体育节（1054期） 2012-12-20 更多 更多 更多 公告栏 更多... 2012下学期队旗、图片用稿统计 《齐鲁少年》2012.11份 评报 齐鲁少年2012年9月份评报 “未保征文大赛”获奖名单 征文获奖名单 2012年暑假合刊评刊表 “作文咚咚锵”征文又开始了！本期主题：“心中的那句谢谢” 齐鲁少年老报人郑延和志千期喜！ 第二届山东省十佳少先队辅导员许东振志千期喜！ 淄博市张店铁路小学辅导员张健志千期喜！ 淄博市张店铁路小学辅导员张健祝贺 淄博市张店铁路小学辅导员,
